FIPS,yield,pred,error,NAME,NAMELSAD
5001,191.1,202.9057,-11.805695,Arkansas,Arkansas County
5003,188.3,186.01161,2.288391,Ashley,Ashley County
5017,176.2,185.24956,-9.049561,Chicot,Chicot County
5021,196.9,177.64844,19.251556,Clay,Clay County
5031,195.4,185.1293,10.270691,Craighead,Craighead County
5035,188.0,180.17778,7.82222,Crittenden,Crittenden County
5037,197.3,186.12859,11.171417,Cross,Cross County
5041,190.3,190.69188,-0.39187622,Desha,Desha County
5043,183.3,190.3337,-7.0336914,Drew,Drew County
5055,179.7,174.56795,5.1320496,Greene,Greene County
5063,179.4,169.8377,9.562286,Independence,Independence County
5067,168.1,175.0978,-6.9977875,Jackson,Jackson County
5069,185.4,198.9974,-13.597412,Jefferson,Jefferson County
5071,115.1,117.80091,-2.7009125,Johnson,Johnson County
5075,182.6,173.30487,9.2951355,Lawrence,Lawrence County
5077,182.0,183.61336,-1.6133575,Lee,Lee County
5079,165.0,192.27896,-27.278961,Lincoln,Lincoln County
5085,190.8,192.34787,-1.5478668,Lonoke,Lonoke County
5093,187.3,168.85544,18.444565,Mississippi,Mississippi County
5095,169.7,181.77022,-12.070221,Monroe,Monroe County
5107,178.8,181.56627,-2.7662659,Phillips,Phillips County
5111,181.6,182.70207,-1.102066,Poinsett,Poinsett County
5117,189.0,191.05907,-2.0590668,Prairie,Prairie County
5121,185.0,173.20671,11.793289,Randolph,Randolph County
5123,188.0,185.88521,2.1147919,St. Francis,St. Francis County
5145,182.1,175.20576,6.8942413,White,White County
5147,199.3,177.45119,21.848816,Woodruff,Woodruff County
17001,178.4,184.74518,-6.3451843,Adams,Adams County
17003,182.6,175.86697,6.733032,Alexander,Alexander County
17005,186.6,176.58772,10.012283,Bond,Bond County
17007,193.2,189.93948,3.2605133,Boone,Boone County
17009,182.2,187.59694,-5.396942,Brown,Brown County
17011,200.4,205.33984,-4.93985,Bureau,Bureau County
17013,177.5,178.99916,-1.4991608,Calhoun,Calhoun County
17015,200.7,205.23914,-4.539139,Carroll,Carroll County
17017,205.9,199.10976,6.7902374,Cass,Cass County
17019,193.7,200.84785,-7.1478577,Champaign,Champaign County
17021,199.1,204.02815,-4.9281464,Christian,Christian County
17023,200.4,187.52692,12.873077,Clark,Clark County
17025,170.6,174.5046,-3.9045868,Clay,Clay County
17027,176.9,173.2265,3.6734924,Clinton,Clinton County
17029,203.8,199.82059,3.979416,Coles,Coles County
17033,180.1,183.81845,-3.7184448,Crawford,Crawford County
17035,186.8,187.06477,-0.2647705,Cumberland,Cumberland County
17037,191.2,187.70389,3.496109,DeKalb,DeKalb County
17039,201.6,202.53006,-0.9300537,De Witt,De Witt County
17041,206.8,197.24664,9.55336,Douglas,Douglas County
17045,189.9,204.27588,-14.375885,Edgar,Edgar County
17047,174.2,169.56433,4.635666,Edwards,Edwards County
17049,191.8,191.8268,-0.026794434,Effingham,Effingham County
17051,182.8,182.05031,0.7496948,Fayette,Fayette County
17053,192.3,194.54909,-2.2490845,Ford,Ford County
17055,164.5,161.00847,3.4915314,Franklin,Franklin County
17057,184.9,188.93097,-4.0309753,Fulton,Fulton County
17059,177.6,194.509,-16.908997,Gallatin,Gallatin County
17061,191.7,189.2539,2.4460907,Greene,Greene County
17063,185.0,187.35158,-2.3515778,Grundy,Grundy County
17065,170.4,166.77954,3.620453,Hamilton,Hamilton County
17067,204.6,206.46483,-1.8648224,Hancock,Hancock County
