,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,3.5914567,3.35154,53.364883,49.800003,0.184403,3.5648804
1,17005,3.5113533,3.47941,52.17464,51.7,0.17548212,0.4746399
2,17007,3.688684,3.365,54.80957,50.0,0.1425112,4.8095703
3,17009,3.6239252,3.78226,53.84733,56.2,0.18732935,-2.3526726
4,17011,3.9489574,3.86302,58.676933,57.4,0.14976592,1.2769318
5,17013,3.635968,3.15637,54.02627,46.899998,0.17247833,7.126274
6,17015,4.0005965,4.35431,59.44423,64.700005,0.13594905,-5.2557755
7,17019,4.102263,3.55344,60.954872,52.800003,0.1464302,8.154869
8,17025,3.2914183,2.72565,48.906662,40.5,0.19234766,8.406662
9,17027,3.5446563,3.49287,52.669483,51.9,0.1726689,0.76948166
10,17029,4.042422,4.28701,60.065704,63.700005,0.14991616,-3.6343002
11,17033,3.425597,3.33135,50.900402,49.5,0.19574198,1.4004021
12,17035,3.6003096,3.40538,53.49643,50.600002,0.18065627,2.8964272
13,17037,3.7763362,3.74188,56.11198,55.6,0.14233193,0.51198196
14,17041,4.1341467,4.19952,61.42863,62.4,0.14183576,-0.9713707
15,17045,4.0253873,4.00435,59.81259,59.500004,0.15744068,0.31258774
16,17049,3.6255183,3.46595,53.871002,51.5,0.17654695,2.3710022
17,17051,3.4843323,3.29097,51.77314,48.9,0.18860681,2.8731384
18,17053,3.8729775,3.53998,57.54796,52.6,0.15684582,4.94796
19,17055,3.2222037,2.61797,47.878212,38.9,0.22044702,8.97821
20,17057,3.68928,3.62747,54.818424,53.9,0.17720684,0.9184227
21,17059,3.609385,3.19675,53.63128,47.5,0.20309453,6.131279
22,17061,4.024001,4.08511,59.791992,60.700005,0.1482517,-0.9080124
23,17063,3.706461,3.2977,55.073715,49.0,0.1534081,6.073715
24,17069,3.1306665,3.01504,46.518078,44.8,0.25784305,1.7180786
25,17073,3.916011,3.53998,58.187386,52.6,0.15019712,5.587387
26,17075,3.7180853,3.04869,55.246437,45.300003,0.15613754,9.946434
27,17077,3.2756438,2.66508,48.67227,39.600002,0.23480941,9.072269
28,17079,3.573362,3.62747,53.09602,53.9,0.1883699,-0.8039818
