,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17003,3.5941868,3.93705,53.40545,58.500004,0.23898791,-5.094555,"Alexander County, IL"
1,17005,4.4089417,4.3745,65.511765,65.0,0.16738161,0.5117645,"Bond County, IL"
2,17007,4.118827,4.65716,61.200993,69.2,0.1527726,-7.9990044,"Boone County, IL"
3,17009,4.1925735,3.99762,62.296783,59.4,0.15886395,2.896782,"Brown County, IL"
4,17011,4.6345024,4.46872,68.863335,66.4,0.12868552,2.4633331,"Bureau County, IL"
5,17015,4.5774417,4.61678,68.01548,68.6,0.11819384,-0.58451843,"Carroll County, IL"
6,17017,4.6519756,4.60332,69.12297,68.4,0.13540463,0.72296906,"Cass County, IL"
7,17019,4.6977634,5.06769,69.80332,75.299995,0.13417445,-5.4966736,"Champaign County, IL"
8,17021,4.8023586,4.79176,71.35748,71.2,0.12560157,0.15748596,"Christian County, IL"
9,17023,4.3191533,4.40815,64.17761,65.5,0.17545138,-1.3223877,"Clark County, IL"
10,17025,4.1575933,3.98416,61.77702,59.2,0.20144929,2.5770187,"Clay County, IL"
11,17027,4.2670074,4.28028,63.402786,63.600002,0.1792941,-0.19721603,"Clinton County, IL"
12,17031,3.5313263,3.08234,52.471416,45.8,0.23007385,6.671417,"Cook County, IL"
13,17033,4.282939,4.3745,63.63951,65.0,0.19498907,-1.3604889,"Crawford County, IL"
14,17037,4.3750057,4.30047,65.007515,63.899998,0.14131235,1.1075172,"DeKalb County, IL"
15,17039,4.7929235,4.75811,71.217285,70.700005,0.1238606,0.5172806,"De Witt County, IL"
16,17045,4.5094075,4.76484,67.00457,70.8,0.14948626,-3.795433,"Edgar County, IL"
17,17047,4.108593,4.24663,61.04893,63.100002,0.20110545,-2.0510712,"Edwards County, IL"
18,17049,4.4025607,4.35431,65.416954,64.700005,0.16956958,0.71694946,"Effingham County, IL"
19,17051,4.2765455,4.27355,63.54451,63.5,0.1793139,0.044509888,"Fayette County, IL"
20,17053,4.3712287,4.48891,64.95139,66.700005,0.14910197,-1.7486115,"Ford County, IL"
21,17055,3.5990815,3.58709,53.47818,53.3,0.21925941,0.1781807,"Franklin County, IL"
22,17057,4.3242273,4.40815,64.253006,65.5,0.15102789,-1.246994,"Fulton County, IL"
23,17059,4.2090297,4.20625,62.5413,62.500004,0.2169921,0.041297913,"Gallatin County, IL"
24,17063,4.343062,4.00435,64.53287,59.500004,0.15145265,5.0328636,"Grundy County, IL"
25,17067,4.688588,4.52929,69.666985,67.3,0.13658603,2.3669815,"Hancock County, IL"
26,17069,3.744059,3.40538,55.632378,50.600002,0.23606755,5.0323753,"Hardin County, IL"
27,17071,4.449295,4.48218,66.11137,66.600006,0.13831705,-0.48863983,"Henderson County, IL"
28,17073,4.5901504,4.58313,68.204315,68.1,0.12583655,0.10431671,"Henry County, IL"
29,17075,4.306657,3.89667,63.99193,57.9,0.14653426,6.0919266,"Iroquois County, IL"
30,17077,3.7702928,3.35827,56.022182,49.899998,0.21779752,6.1221848,"Jackson County, IL"
31,17081,3.671332,3.21021,54.55174,47.7,0.22110848,6.851738,"Jefferson County, IL"
32,17085,4.1279883,3.95051,61.337124,58.7,0.14627959,2.637123,"Jo Daviess County, IL"
33,17087,3.627449,2.94774,53.89969,43.800003,0.25712422,10.099686,"Johnson County, IL"
34,17089,4.17855,4.55621,62.088406,67.700005,0.15621744,-5.611599,"Kane County, IL"
35,17091,4.203007,4.15241,62.451817,61.7,0.15037593,0.7518158,"Kankakee County, IL"
36,17093,4.383605,4.46199,65.13529,66.299995,0.14358997,-1.1647034,"Kendall County, IL"
37,17095,4.589635,4.60332,68.196655,68.4,0.13586782,-0.20334625,"Knox County, IL"
38,17097,3.5892038,3.38519,53.33141,50.3,0.19875886,3.0314102,"Lake County, IL"
