,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,13.078404,12.49761,194.32994,185.7,1.0609001,8.629944,"Adams County, IL"
1,17005,13.689092,13.08985,203.40404,194.50002,0.8049859,8.904022,"Bond County, IL"
2,17007,13.870307,14.31471,206.0967,212.7,0.6691605,-6.603302,"Boone County, IL"
3,17009,12.978122,12.94852,192.83984,192.4,1.0758959,0.43984985,"Brown County, IL"
4,17011,14.7387295,15.04155,219.00044,223.5,0.7425677,-4.4995575,"Bureau County, IL"
5,17013,12.943804,13.28502,192.32993,197.4,0.9300469,-5.0700684,"Calhoun County, IL"
6,17015,14.5231085,15.44535,215.79655,229.5,0.7036903,-13.703445,"Carroll County, IL"
7,17017,14.538186,14.52334,216.0206,215.8,1.0110148,0.22059631,"Cass County, IL"
8,17019,15.123147,14.68486,224.71243,218.20001,0.92402774,6.5124207,"Champaign County, IL"
9,17021,15.348256,14.59064,228.0573,216.8,0.889835,11.257294,"Christian County, IL"
10,17023,15.069013,13.76958,223.90807,204.6,0.89540166,19.30806,"Clark County, IL"
11,17025,13.412901,11.99959,199.30017,178.3,0.87154573,21.000168,"Clay County, IL"
12,17027,13.415798,10.53918,199.34322,156.6,0.8641105,42.74321,"Clinton County, IL"
13,17029,14.694245,14.89349,218.33946,221.3,0.97746533,-2.9605408,"Coles County, IL"
14,17033,14.180764,13.07639,210.70972,194.3,0.84728247,16.409714,"Crawford County, IL"
15,17035,14.284933,13.90418,212.25755,206.59999,0.91867656,5.6575623,"Cumberland County, IL"
16,17037,14.585509,14.99444,216.72377,222.8,0.6047462,-6.076233,"DeKalb County, IL"
17,17041,15.288349,14.24068,227.16714,211.59999,0.89448607,15.567154,"Douglas County, IL"
18,17045,14.905825,14.03205,221.48328,208.5,0.9425867,12.983276,"Edgar County, IL"
19,17047,12.90154,12.43704,191.70193,184.8,0.9275489,6.901932,"Edwards County, IL"
20,17049,14.439905,12.5178,214.56026,186.0,0.85076755,28.560257,"Effingham County, IL"
21,17051,13.269671,11.58906,197.17194,172.2,0.86890554,24.97194,"Fayette County, IL"
22,17053,14.675056,15.02809,218.05434,223.29999,0.9301492,-5.2456512,"Ford County, IL"
23,17055,11.518796,11.69001,171.15596,173.7,1.1258188,-2.5440369,"Franklin County, IL"
24,17057,13.792389,13.54076,204.93892,201.2,0.96331716,3.738922,"Fulton County, IL"
25,17061,13.486598,13.70228,200.39522,203.6,1.1274617,-3.2047882,"Greene County, IL"
26,17067,14.467423,13.74266,214.96915,204.2,0.92995304,10.76915,"Hancock County, IL"
27,17071,14.90147,15.45881,221.41858,229.7,0.8265063,-8.281418,"Henderson County, IL"
28,17073,14.975129,15.04155,222.51306,223.5,0.7810837,-0.9869385,"Henry County, IL"
