,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,15.663372,13.31194,232.73956,197.8,0.6549448,34.93956,"Adams County, IL"
1,17003,13.982719,12.67932,207.76701,188.40001,0.96727,19.367004,"Alexander County, IL"
2,17007,14.4876,13.06293,215.26895,194.1,0.5060457,21.168945,"Boone County, IL"
3,17009,15.4170065,12.64567,229.07886,187.9,0.71074075,41.178864,"Brown County, IL"
4,17011,15.602653,14.40893,231.83734,214.1,0.50895965,17.737335,"Bureau County, IL"
5,17015,15.466445,14.61083,229.81345,217.1,0.46709466,12.71344,"Carroll County, IL"
6,17017,16.354633,15.04155,243.0109,223.5,0.69720745,19.510895,"Cass County, IL"
7,17019,16.367678,14.89349,243.20473,221.3,0.5810301,21.904724,"Champaign County, IL"
8,17021,16.694914,15.67417,248.06708,232.9,0.5486902,15.167084,"Christian County, IL"
9,17023,15.535718,13.69555,230.84276,203.5,0.65477896,27.342758,"Clark County, IL"
10,17025,14.254579,12.73989,211.80652,189.3,0.80702287,22.506516,"Clay County, IL"
11,17027,15.021619,12.43704,223.20384,184.8,0.77931285,38.40384,"Clinton County, IL"
12,17029,16.147686,15.76839,239.9359,234.3,0.62709373,5.635895,"Coles County, IL"
13,17033,14.757763,13.07639,219.28325,194.3,0.773059,24.983246,"Crawford County, IL"
14,17037,15.132543,12.80719,224.85205,190.3,0.45732075,34.552048,"DeKalb County, IL"
15,17039,16.682869,15.1425,247.8881,225.0,0.56115043,22.888107,"De Witt County, IL"
16,17041,16.660507,16.5558,247.55583,246.0,0.5500578,1.5558319,"Douglas County, IL"
17,17045,15.9581995,14.34163,237.12035,213.1,0.59789324,24.02034,"Edgar County, IL"
18,17047,14.068608,11.34678,209.04321,168.6,0.88436913,40.443207,"Edwards County, IL"
19,17049,15.545611,15.82896,230.98978,235.20001,0.68538404,-4.2102356,"Effingham County, IL"
20,17053,15.986354,13.57441,237.5387,201.70001,0.5990755,35.838684,"Ford County, IL"
21,17055,13.791488,10.46515,204.92552,155.5,0.8777576,49.42552,"Franklin County, IL"
22,17057,15.777943,14.6714,234.44194,218.0,0.62913054,16.44194,"Fulton County, IL"
23,17059,14.6574335,11.42754,217.79248,169.8,0.8485353,47.992477,"Gallatin County, IL"
24,17061,15.966589,13.94456,237.24501,207.2,0.68194366,30.045013,"Greene County, IL"
25,17063,15.950729,13.5273,237.00935,201.0,0.50174534,36.009354,"Grundy County, IL"
26,17065,14.139662,11.01028,210.09898,163.59999,0.8598136,46.498993,"Hamilton County, IL"
27,17067,16.090792,15.73474,239.09052,233.8,0.6113064,5.290512,"Hancock County, IL"
28,17071,15.907964,14.35509,236.3739,213.3,0.57583356,23.073898,"Henderson County, IL"
29,17073,15.752295,14.77235,234.06084,219.5,0.4932411,14.560837,"Henry County, IL"
30,17075,15.584791,13.1908,231.57193,196.0,0.58979243,35.57193,"Iroquois County, IL"
31,17077,14.179521,10.91606,210.69124,162.20001,0.83636606,48.491226,"Jackson County, IL"
32,17079,15.18484,13.84361,225.62914,205.7,0.70065945,19.929138,"Jasper County, IL"
33,17081,13.664175,10.84876,203.03381,161.2,0.8718479,41.833817,"Jefferson County, IL"
34,17085,14.783016,14.07243,219.6585,209.09999,0.48006403,10.558502,"Jo Daviess County, IL"
35,17089,14.206561,12.74662,211.09303,189.40001,0.5185988,21.693024,"Kane County, IL"
36,17091,14.923231,12.22841,221.74193,181.7,0.5789993,40.04193,"Kankakee County, IL"
37,17093,15.495945,13.9984,230.25179,208.0,0.4717673,22.251785,"Kendall County, IL"
38,17095,16.042309,15.24345,238.37012,226.5,0.53089255,11.870117,"Knox County, IL"
39,17099,15.887383,14.4695,236.0681,215.0,0.47575152,21.0681,"LaSalle County, IL"
40,17101,14.868733,11.1718,220.93214,166.0,0.8386721,54.932144,"Lawrence County, IL"
41,17103,15.086575,13.85707,224.16902,205.90001,0.514373,18.269012,"Lee County, IL"
42,17105,16.300863,13.96475,242.21194,207.5,0.5697826,34.711945,"Livingston County, IL"
43,17107,16.841572,15.89626,250.24625,236.20001,0.55578923,14.046234,"Logan County, IL"
44,17109,16.137743,15.40497,239.78816,228.90001,0.5605712,10.888153,"McDonough County, IL"
45,17111,14.081693,12.84084,209.23764,190.8,0.53066695,18.437637,"McHenry County, IL"
46,17113,16.682722,15.43189,247.88593,229.3,0.51155794,18.585922,"McLean County, IL"
47,17115,17.00541,16.14527,252.68068,239.9,0.5560925,12.780685,"Macon County, IL"
48,17117,15.847413,14.48969,235.4742,215.3,0.6768311,20.174194,"Macoupin County, IL"
49,17119,15.491437,13.31194,230.1848,197.8,0.72158206,32.384796,"Madison County, IL"
50,17121,14.687951,13.40616,218.24593,199.20001,0.7977814,19.045914,"Marion County, IL"
51,17123,16.18362,14.39547,240.46985,213.9,0.48826626,26.569855,"Marshall County, IL"
52,17131,15.7871275,15.56649,234.57841,231.3,0.5475276,3.2784119,"Mercer County, IL"
53,17133,14.462836,11.68328,214.90099,173.6,0.79193646,41.30098,"Monroe County, IL"
54,17135,16.028242,14.99444,238.1611,222.8,0.6217742,15.361099,"Montgomery County, IL"
55,17137,16.504017,15.37805,245.23056,228.5,0.6814054,16.73056,"Morgan County, IL"
56,17139,16.672485,15.74147,247.73381,233.90001,0.5651802,13.833801,"Moultrie County, IL"
57,17141,14.954196,13.33886,222.20203,198.2,0.4939687,24.00203,"Ogle County, IL"
58,17143,15.901569,15.40497,236.2789,228.90001,0.5660023,7.378891,"Peoria County, IL"
59,17145,13.352655,9.94021,198.40498,147.70001,0.9020039,50.70497,"Perry County, IL"
60,17147,16.91488,16.27314,251.33553,241.8,0.54352754,9.535522,"Piatt County, IL"
61,17149,15.758001,12.28898,234.14565,182.59999,0.7259959,51.545654,"Pike County, IL"
62,17155,15.844552,13.87726,235.43169,206.20001,0.5200732,29.231674,"Putnam County, IL"
63,17157,13.96549,11.13142,207.511,165.40001,0.8369883,42.110992,"Randolph County, IL"
64,17159,14.435336,11.28621,214.49237,167.7,0.7950184,46.792374,"Richland County, IL"
65,17161,15.533989,15.03482,230.81708,223.4,0.5331762,7.4170837,"Rock Island County, IL"
66,17163,14.879861,12.54472,221.09749,186.4,0.7727972,34.697495,"St. Clair County, IL"
67,17165,14.433606,10.80165,214.46666,160.5,0.803602,53.96666,"Saline County, IL"
68,17167,16.899624,15.90972,251.10883,236.40001,0.6302511,14.708817,"Sangamon County, IL"
69,17169,15.67393,13.62825,232.89644,202.5,0.6846781,30.396439,"Schuyler County, IL"
70,17173,16.10027,15.16942,239.23134,225.40001,0.61785954,13.831329,"Shelby County, IL"
71,17175,16.174723,15.7482,240.33763,234.00002,0.47321737,6.337616,"Stark County, IL"
72,17177,14.8745775,14.07243,221.01898,209.09999,0.48358727,11.918991,"Stephenson County, IL"
73,17179,16.197155,15.84242,240.67096,235.4,0.6405327,5.2709656,"Tazewell County, IL"
74,17183,15.981178,14.72524,237.46179,218.8,0.6010629,18.661789,"Vermilion County, IL"
75,17187,16.553999,16.26641,245.97324,241.70001,0.49155396,4.273224,"Warren County, IL"
76,17189,14.474697,12.16111,215.07722,180.7,0.81201226,34.377228,"Washington County, IL"
