,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
0,26059,45.852417,41.3,2.3878336
1,17029,60.466827,63.7,1.7267804
2,18171,59.767815,60.7,1.7657481
3,26087,39.415764,33.5,2.5161347
4,17057,53.265026,53.9,1.9740232
5,29001,43.828514,37.4,2.468357
6,19025,55.588753,55.1,1.1077068
8,39071,54.231243,49.6,2.12043
9,17117,59.507957,58.3,1.6962914
10,55059,46.19072,43.6,2.109161
11,39037,52.496864,47.0,1.8990494
12,55025,54.610653,54.5,1.8900726
13,19021,55.663345,53.5,1.142548
14,17179,58.25668,63.8,1.6478461
15,27155,42.816082,38.8,1.9278862
16,39099,43.79826,46.4,3.8026826
17,17145,44.13144,35.6,2.624728
18,55055,51.61915,48.1,1.8507465
19,19083,55.696182,53.9,1.1167729
20,31059,61.34383,62.5,1.5654502
21,55021,53.949127,48.9,1.7794574
22,19049,55.097347,54.4,1.4651122
23,27063,48.21312,46.7,1.4526505
25,29151,42.814167,46.3,4.28374
26,27151,45.597153,42.8,1.9058875
27,19111,52.344887,54.8,1.9140906
28,31055,54.82741,53.4,1.9832299
29,38045,38.353817,34.7,1.8677438
30,27091,53.27545,53.9,1.3664306
32,39155,45.759552,47.2,3.7940445
33,19139,54.624084,55.2,1.5946411
34,26129,39.800842,43.4,3.0775387
35,38073,40.524216,40.3,1.9082748
36,18057,51.442318,48.8,2.537491
38,26037,44.33967,38.7,2.290091
39,39151,47.336403,48.2,2.801347
40,55139,48.456512,41.9,2.2939217
41,26125,45.583588,34.4,3.9788659
42,38101,33.96344,33.2,1.9861025
43,27115,36.817947,35.4,3.109835
44,18085,54.337463,49.0,1.9703963
45,26065,46.593933,39.3,2.2673805
46,31173,58.354668,56.0,1.4988741
47,18113,53.14557,54.3,2.0217755
49,20115,36.735424,35.1,3.6864283
50,20081,59.19378,65.0,3.5993047
51,18173,52.916054,53.6,2.6702979
52,20111,39.241886,34.0,3.011749
53,20077,27.15407,31.0,4.020376
54,17059,51.645634,47.5,2.6855142
55,19027,61.265244,58.8,1.2524012
57,20139,41.37781,41.0,3.1989837
58,39041,45.215088,42.5,2.4669247
59,17119,56.51601,56.6,2.0824633
60,29031,46.42773,43.6,3.1718082
61,55061,47.837677,42.1,2.3258398
62,19089,52.23683,52.1,1.3718482
63,55027,52.321304,51.0,1.764188
64,19023,55.16349,55.0,1.2749044
65,29185,48.38791,42.3,3.0874588
66,20167,35.105904,30.3,4.307301
67,17181,45.74808,34.0,3.7912943
68,55023,46.645576,44.8,2.1312723
69,19051,48.91345,54.6,2.0183718
70,18001,51.53791,50.8,2.1582544
71,20195,34.561237,34.8,4.269221
72,39129,53.37577,48.1,1.9478668
73,19113,55.26694,56.5,1.3886801
74,31089,57.39228,60.0,1.9422344
75,38013,28.337511,29.3,2.0700316
77,39157,48.5867,52.8,3.53873
78,31119,58.311626,57.8,1.4685981
79,19141,58.044292,56.0,1.1330975
80,46083,45.621174,49.2,1.6206492
81,38075,34.603027,30.7,1.875789
82,18059,48.977844,42.3,2.031148
84,18025,44.38165,46.3,5.463548
85,20027,45.87811,45.3,2.7413645
86,31147,53.964012,54.9,1.9172006
87,55141,41.092678,40.6,3.0024216
88,19169,54.130318,50.0,1.1650318
89,38103,36.568012,30.9,2.0201766
90,27117,44.73319,44.8,1.7413867
91,18087,51.725548,47.5,1.9890764
93,20055,60.077545,56.2,4.0177255
94,26067,47.099422,45.7,2.0126865
95,26155,42.915092,34.6,2.250054
96,18115,49.23137,30.8,4.0327015
98,20117,47.008392,48.0,2.2026143
99,46079,39.30629,42.0,1.7741961
100,26063,48.27178,43.5,2.1372967
101,17033,54.92237,49.5,2.1406505
102,19001,52.163834,53.3,1.7657032
103,18177,54.209297,50.1,2.1267042
104,18175,47.711807,44.1,3.2500372
106,20079,40.80064,37.3,3.3968217
107,26091,46.47486,45.6,2.3366158
108,17061,58.649597,60.7,1.8847089
109,55001,46.15061,48.6,2.3565927
110,19029,59.046764,56.9,1.5104843
112,39043,50.244232,51.5,2.2569606
