,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,11.756884,11.31313,174.69366,168.1,0.58509195,6.5936584
1,17003,12.712287,9.70466,188.88985,144.20001,0.7186084,44.689835
2,17005,11.230211,12.36974,166.86792,183.79999,0.67494005,-16.932068
3,17007,11.902896,12.0467,176.86324,179.0,0.49301213,-2.1367645
4,17011,12.553115,12.10727,186.52473,179.90001,0.47750542,6.6247253
5,17013,12.879257,11.50157,191.37083,170.9,0.51583564,20.47084
6,17015,13.109061,13.87053,194.78546,206.1,0.39190477,-11.314545
7,17017,13.766199,13.83688,204.54976,205.59999,0.48271564,-1.0502319
8,17019,13.961785,12.16784,207.45595,180.8,0.46070042,26.655945
9,17021,12.983176,13.37251,192.91495,198.7,0.48590633,-5.7850494
10,17025,10.959594,9.45565,162.84686,140.5,0.70624197,22.346863
11,17027,11.622994,12.24187,172.70422,181.9,0.63129646,-9.19577
12,17029,13.493834,12.3832,200.50273,184.0,0.5126437,16.502731
13,17031,10.560547,11.7102,156.9175,174.0,0.95397884,-17.082504
14,17033,11.735428,9.84599,174.37486,146.3,0.67318934,28.07486
15,17035,11.629359,10.87568,172.7988,161.6,0.6680476,11.1987915
16,17037,11.47549,12.70624,170.51248,188.8,0.5278827,-18.287521
17,17041,14.083236,13.02928,209.26056,193.59999,0.46907857,15.660568
18,17049,11.812829,11.70347,175.52495,173.90001,0.6563345,1.624939
19,17051,11.310825,11.18526,168.06575,166.2,0.68479806,1.8657532
20,17053,12.819272,11.34678,190.47952,168.6,0.49566182,21.879517
21,17055,11.609788,9.12588,172.508,135.6,0.68280715,36.90799
22,17057,12.067253,11.83134,179.3054,175.8,0.5602823,3.5054016
23,17059,13.719585,11.19872,203.85715,166.4,0.52228963,37.457153
24,17061,13.238923,12.90141,196.71506,191.7,0.5110716,5.0150604
25,17063,11.609117,11.0372,172.49802,164.0,0.5365321,8.498016
26,17071,12.752575,13.00236,189.48848,193.20001,0.49138194,-3.7115326
27,17073,12.5285015,12.5851,186.15901,187.0,0.4709895,-0.84098816
28,17075,11.880479,10.26998,176.53015,152.6,0.5478828,23.930145
29,17077,12.171067,10.14211,180.84796,150.7,0.6264567,30.147964
30,17079,11.632576,11.7102,172.8466,174.0,0.63517874,-1.1533966
31,17081,11.090522,8.70189,164.7923,129.3,0.72309947,35.492294
32,17083,12.5512,12.34955,186.49629,183.5,0.5704587,2.996292
33,17085,12.556983,12.71297,186.58221,188.9,0.4267792,-2.3177795
34,17089,11.065457,11.83134,164.41988,175.8,0.6259772,-11.380127
35,17093,11.707243,12.93506,173.95607,192.2,0.54161024,-18.243927
36,17095,13.046345,13.20426,193.85356,196.2,0.46490148,-2.3464355
37,17097,10.132424,8.6817,150.55609,129.0,0.78030676,21.556091
38,17099,11.667718,11.83134,173.36877,175.8,0.534355,-2.4312286
39,17101,11.806355,10.44496,175.42876,155.2,0.69221985,20.22876
40,17103,11.687112,12.20822,173.65694,181.4,0.5220375,-7.7430573
41,17105,12.264018,12.03324,182.2291,178.8,0.51706827,3.4290924
42,17107,13.6735935,13.06966,203.17375,194.20001,0.48162106,8.97374
43,17109,12.345059,12.70624,183.43327,188.8,0.5110689,-5.3667297
44,17113,13.706648,13.37924,203.6649,198.8,0.47286332,4.8648987
45,17115,14.1217,13.75612,209.8321,204.4,0.47602734,5.4321136
46,17117,12.5570135,12.3159,186.58267,183.0,0.58200026,3.582672
