,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,4.0733237,3.82264,60.52487,56.8,0.21292926,3.7248726,"Adams County, IL"
1,17003,2.9065928,2.58432,43.188602,38.4,0.282799,4.788601,"Alexander County, IL"
2,17007,4.181435,4.19279,62.13128,62.3,0.15085487,-0.16872025,"Boone County, IL"
3,17009,3.9824748,3.4996,59.17496,52.0,0.23536168,7.174961,"Brown County, IL"
4,17011,4.5277824,4.32066,67.2776,64.200005,0.16726515,3.0775986,"Bureau County, IL"
5,17015,4.4536886,4.6437,66.17665,69.0,0.17806368,-2.823349,"Carroll County, IL"
6,17017,4.352531,4.19952,64.67357,62.4,0.19697496,2.2735672,"Cass County, IL"
7,17019,4.4865513,4.55621,66.664955,67.700005,0.16110307,-1.0350494,"Champaign County, IL"
8,17021,4.542258,4.23317,67.49268,62.9,0.1498238,4.592682,"Christian County, IL"
9,17025,3.5606484,3.53325,52.90711,52.500004,0.1762636,0.4071045,"Clay County, IL"
10,17027,3.564267,3.64093,52.960876,54.1,0.18358831,-1.139122,"Clinton County, IL"
11,17029,4.3254056,4.21298,64.270515,62.6,0.14862572,1.670517,"Coles County, IL"
12,17033,3.5705779,3.79572,53.05465,56.4,0.1793176,-3.3453522,"Crawford County, IL"
13,17035,3.9655056,3.9707,58.922817,59.0,0.16095272,-0.07718277,"Cumberland County, IL"
14,17037,4.3817935,4.54275,65.108376,67.5,0.13814925,-2.3916245,"DeKalb County, IL"
15,17039,4.543629,4.17933,67.51306,62.1,0.14440452,5.413063,"De Witt County, IL"
16,17041,4.4095387,4.53602,65.52064,67.4,0.14771335,-1.879364,"Douglas County, IL"
17,17045,4.40238,4.3745,65.41427,65.0,0.14768583,0.4142685,"Edgar County, IL"
18,17047,3.4068859,3.21021,50.622375,47.7,0.22434357,2.9223747,"Edwards County, IL"
19,17049,3.8164463,3.91686,56.70797,58.2,0.1613913,-1.4920311,"Effingham County, IL"
20,17051,3.6989465,3.74188,54.96206,55.6,0.16344777,-0.63793945,"Fayette County, IL"
21,17053,4.3387227,4.07165,64.46839,60.5,0.16270813,3.9683914,"Ford County, IL"
22,17055,2.9045458,3.04196,43.158184,45.2,0.23327488,-2.0418167,"Franklin County, IL"
23,17057,4.3269825,3.79572,64.293945,56.4,0.17810504,7.893944,"Fulton County, IL"
24,17059,3.5053651,3.25732,52.085663,48.399998,0.20684716,3.6856651,"Gallatin County, IL"
25,17061,4.2144885,4.20625,62.622414,62.500004,0.18242233,0.12240982,"Greene County, IL"
26,17063,4.348922,3.9034,64.61994,58.0,0.1487295,6.6199417,"Grundy County, IL"
27,17065,2.9415445,3.10253,43.707943,46.100002,0.227409,-2.3920593,"Hamilton County, IL"
28,17067,4.2389073,4.28701,62.985252,63.700005,0.2299703,-0.7147522,"Hancock County, IL"
29,17069,3.160561,2.67854,46.962276,39.8,0.24999896,7.162277,"Hardin County, IL"
30,17071,4.3602004,3.88994,64.78753,57.8,0.17582186,6.9875298,"Henderson County, IL"
31,17073,4.488364,4.13222,66.691895,61.399998,0.161299,5.291897,"Henry County, IL"
32,17075,4.3320956,3.97743,64.36992,59.100002,0.14997092,5.2699165,"Iroquois County, IL"
33,17079,3.7361746,3.91013,55.515224,58.100002,0.16250995,-2.5847778,"Jasper County, IL"
34,17081,2.9653687,3.25732,44.061943,48.399998,0.23016046,-4.3380547,"Jefferson County, IL"
35,17083,4.099028,3.72169,60.906807,55.3,0.18132764,5.6068077,"Jersey County, IL"
36,17085,4.1802077,4.07838,62.11304,60.600002,0.16444094,1.5130386,"Jo Daviess County, IL"
37,17089,4.158255,4.34085,61.786854,64.5,0.1472673,-2.7131462,"Kane County, IL"
38,17091,4.3367634,3.75534,64.43928,55.800003,0.14964011,8.639275,"Kankakee County, IL"
39,17095,4.533237,4.28028,67.35865,63.600002,0.16631646,3.758648,"Knox County, IL"
40,17097,3.593941,3.53325,53.4018,52.500004,0.1764699,0.90179443,"Lake County, IL"
41,17099,4.4302435,4.11876,65.828285,61.2,0.15595938,4.6282845,"LaSalle County, IL"
42,17103,4.4472184,4.09184,66.08051,60.8,0.15009637,5.280514,"Lee County, IL"
43,17105,4.3562293,4.07838,64.728516,60.600002,0.16770276,4.1285133,"Livingston County, IL"
44,17107,4.5611806,4.48218,67.77386,66.600006,0.15489686,1.173851,"Logan County, IL"
45,17109,4.4626517,4.20625,66.30983,62.500004,0.2106337,3.809826,"McDonough County, IL"
46,17111,3.993886,3.97743,59.344517,59.100002,0.15218627,0.24451447,"McHenry County, IL"
47,17113,4.479579,4.29374,66.561356,63.8,0.15686421,2.7613564,"McLean County, IL"
48,17115,4.486354,4.58986,66.66202,68.2,0.1477256,-1.5379791,"Macon County, IL"
49,17117,4.148344,4.26682,61.639584,63.4,0.163681,-1.7604179,"Macoupin County, IL"
50,17119,3.8961155,3.68131,57.89176,54.7,0.15813999,3.191761,"Madison County, IL"
51,17121,3.3972716,3.58709,50.47952,53.3,0.18044056,-2.8204803,"Marion County, IL"
52,17123,4.5256405,4.26009,67.24577,63.3,0.16943827,3.945774,"Marshall County, IL"
53,17125,4.2384562,3.98416,62.97855,59.2,0.21074498,3.7785492,"Mason County, IL"
54,17127,3.0825777,3.19675,45.80353,47.5,0.26504838,-1.6964684,"Massac County, IL"
55,17129,4.3848405,4.28028,65.15365,63.600002,0.1781236,1.5536461,"Menard County, IL"
56,17131,4.3728895,4.03127,64.976074,59.9,0.1748175,5.0760727,"Mercer County, IL"
57,17133,3.374013,3.25732,50.133923,48.399998,0.21006408,1.7339249,"Monroe County, IL"
58,17135,4.1166778,4.13895,61.16906,61.5,0.15335268,-0.33094025,"Montgomery County, IL"
59,17137,4.4320083,4.06492,65.85451,60.4,0.1740724,5.454506,"Morgan County, IL"
60,17139,4.429203,4.61005,65.81283,68.5,0.14997914,-2.687172,"Moultrie County, IL"
61,17141,4.335859,4.41488,64.425835,65.6,0.15669705,-1.1741638,"Ogle County, IL"
62,17143,4.5034847,4.038,66.916565,60.000004,0.16758952,6.916561,"Peoria County, IL"
63,17145,2.9177058,3.2304,43.353725,48.0,0.22777425,-4.6462746,"Perry County, IL"
64,17147,4.575362,4.79849,67.98458,71.3,0.14635944,-3.315422,"Piatt County, IL"
65,17149,4.10013,3.91013,60.923183,58.100002,0.21452992,2.8231812,"Pike County, IL"
66,17151,3.2175024,2.36223,47.808357,35.100002,0.24827358,12.708355,"Pope County, IL"
67,17153,3.0599813,2.98812,45.467777,44.4,0.24820565,1.0677757,"Pulaski County, IL"
68,17155,4.441459,4.26009,65.994934,63.3,0.16926491,2.6949348,"Putnam County, IL"
69,17157,3.175487,3.365,47.18406,50.0,0.21175025,-2.8159409,"Randolph County, IL"
70,17159,3.622721,3.48614,53.829433,51.8,0.184914,2.0294342,"Richland County, IL"
71,17161,4.2530107,3.9034,63.194813,58.0,0.16557391,5.194813,"Rock Island County, IL"
72,17163,3.6442418,3.52652,54.14921,52.4,0.18599346,1.7492104,"St. Clair County, IL"
73,17165,3.1128643,3.14964,46.253555,46.800003,0.23308848,-0.54644775,"Saline County, IL"
74,17167,4.480606,4.45526,66.576614,66.2,0.17008305,0.37661743,"Sangamon County, IL"
75,17169,4.0971856,3.82937,60.87943,56.9,0.22190219,3.9794273,"Schuyler County, IL"
76,17171,4.25366,3.89667,63.20446,57.9,0.18683961,5.3044586,"Scott County, IL"
77,17173,4.0960164,3.86975,60.862057,57.5,0.16399232,3.3620567,"Shelby County, IL"
78,17175,4.555405,4.38796,67.68804,65.2,0.1699594,2.4880447,"Stark County, IL"
79,17177,4.3326473,4.46199,64.37812,66.299995,0.16274284,-1.921875,"Stephenson County, IL"
80,17179,4.5357,4.3745,67.39524,65.0,0.16927262,2.3952408,"Tazewell County, IL"
81,17181,3.0659304,2.94774,45.55617,43.800003,0.27984086,1.7561684,"Union County, IL"
82,17183,4.304055,4.34758,63.953274,64.6,0.15497638,-0.6467247,"Vermilion County, IL"
83,17185,3.6775894,3.71496,54.64472,55.2,0.20278206,-0.5552826,"Wabash County, IL"
84,17187,4.5201745,4.21298,67.16456,62.6,0.16528477,4.56456,"Warren County, IL"
85,17189,3.1688874,3.28424,47.085995,48.8,0.20940594,-1.7140045,"Washington County, IL"
86,17191,3.202437,3.25059,47.584503,48.300003,0.21987842,-0.7154999,"Wayne County, IL"
87,17193,3.1712496,3.1631,47.121094,47.0,0.23020424,0.12109375,"White County, IL"
88,17195,4.360631,4.09184,64.79392,60.8,0.16644476,3.9939232,"Whiteside County, IL"
89,17197,4.1221538,3.71496,61.250427,55.2,0.15481667,6.0504265,"Will County, IL"
90,17199,2.8526673,2.86025,42.38733,42.5,0.2630067,-0.1126709,"Williamson County, IL"
91,17201,4.13725,3.95051,61.47474,58.7,0.16336851,2.7747383,"Winnebago County, IL"
92,17203,4.456294,4.5091,66.21536,67.0,0.1716686,-0.78463745,"Woodford County, IL"
93,18001,3.9331224,3.95051,58.441643,58.7,0.16662146,-0.258358,"Adams County, IN"
94,18003,3.7865372,3.68804,56.263554,54.8,0.17949747,1.4635544,"Allen County, IN"
95,18005,3.8412285,3.68804,57.076202,54.8,0.17704019,2.2762032,"Bartholomew County, IN"
96,18007,4.2457337,4.16587,63.08668,61.900005,0.15137869,1.186676,"Benton County, IN"
97,18009,3.9140482,4.27355,58.158222,63.5,0.16848499,-5.341778,"Blackford County, IN"
98,18011,4.04433,4.18606,60.09406,62.2,0.15016054,-2.1059418,"Boone County, IN"
99,18013,3.4618251,3.47941,51.43871,51.7,0.3507457,-0.2612915,"Brown County, IN"
100,18015,4.324543,4.38123,64.2577,65.1,0.15274335,-0.8423004,"Carroll County, IN"
101,18017,4.0747437,4.038,60.54597,60.000004,0.15215652,0.5459671,"Cass County, IN"
102,18019,3.2761025,3.0285,48.67909,45.0,0.2637287,3.6790886,"Clark County, IN"
103,18023,4.1730275,4.41488,62.00635,65.6,0.14739639,-3.593647,"Clinton County, IN"
104,18027,3.630487,3.72842,53.944828,55.4,0.19950533,-1.4551735,"Daviess County, IN"
105,18031,4.078443,4.11203,60.600937,61.100002,0.16536748,-0.4990654,"Decatur County, IN"
106,18033,3.42696,3.31116,50.920654,49.2,0.19620317,1.7206535,"DeKalb County, IN"
107,18035,4.1465683,3.99762,61.6132,59.4,0.16702297,2.2131996,"Delaware County, IN"
108,18037,3.4530132,3.58036,51.307774,53.2,0.20083278,-1.8922272,"Dubois County, IN"
109,18039,3.8506901,3.64766,57.216793,54.2,0.16552128,3.0167923,"Elkhart County, IN"
110,18041,4.098541,3.88994,60.899567,57.8,0.1683491,3.0995674,"Fayette County, IN"
111,18045,4.167008,3.99762,61.91691,59.4,0.15420917,2.5169067,"Fountain County, IN"
112,18047,3.9160929,3.81591,58.188602,56.7,0.2146943,1.4886017,"Franklin County, IN"
113,18049,4.005173,3.78899,59.512234,56.3,0.14779192,3.2122345,"Fulton County, IN"
114,18051,3.4099183,3.72169,50.667435,55.3,0.21120925,-4.6325645,"Gibson County, IN"
115,18053,4.0672145,3.99089,60.434093,59.3,0.15908238,1.1340942,"Grant County, IN"
116,18055,3.4250484,3.41884,50.89225,50.8,0.18450601,0.092250824,"Greene County, IN"
117,18057,3.9234033,4.038,58.297226,60.000004,0.17659216,-1.7027779,"Hamilton County, IN"
118,18059,3.9079113,3.79572,58.06703,56.4,0.1671051,1.6670303,"Hancock County, IN"
119,18061,3.2904534,3.23713,48.892326,48.1,0.2570563,0.7923279,"Harrison County, IN"
120,18063,3.980463,4.15241,59.14507,61.7,0.15024589,-2.5549316,"Hendricks County, IN"
121,18065,4.0669827,4.09184,60.43065,60.8,0.16412248,-0.36935043,"Henry County, IN"
122,18067,4.3216896,4.22644,64.2153,62.8,0.14864343,1.4153023,"Howard County, IN"
123,18069,3.962788,3.87648,58.88244,57.600002,0.15587242,1.2824364,"Huntington County, IN"
124,18071,3.539819,3.7015,52.597607,55.0,0.21737787,-2.4023933,"Jackson County, IN"
125,18073,4.085196,3.68131,60.70128,54.7,0.16298285,6.001278,"Jasper County, IN"
126,18075,3.9422793,3.96397,58.5777,58.9,0.18273455,-0.32229996,"Jay County, IN"
127,18077,3.191978,2.94774,47.429092,43.800003,0.2593459,3.6290894,"Jefferson County, IN"
128,18079,3.3207965,3.49287,49.34319,51.9,0.21418937,-2.5568123,"Jennings County, IN"
129,18083,3.6012568,3.80918,53.5105,56.600002,0.19847155,-3.0895004,"Knox County, IN"
130,18085,3.917276,3.58709,58.20618,53.3,0.15311675,4.9061813,"Kosciusko County, IN"
131,18087,3.7400475,3.69477,55.572773,54.9,0.16566668,0.67277145,"LaGrange County, IN"
132,18089,3.9420564,3.68804,58.57439,54.8,0.16259874,3.7743912,"Lake County, IN"
133,18091,3.9781299,3.7688,59.1104,56.0,0.15078723,3.1104012,"LaPorte County, IN"
134,18093,3.3948638,3.19675,50.44374,47.5,0.2546055,2.9437408,"Lawrence County, IN"
