,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,3.3093095,3.76207,49.172504,55.9,0.27265245,-6.727497
1,17003,2.3340425,2.84679,34.681168,42.300003,0.27281073,-7.6188354
2,17005,3.3685265,3.66785,50.0524,54.5,0.24816024,-4.4476013
3,17007,3.2379527,3.19002,48.112225,47.4,0.14840578,0.71222305
4,17009,3.171574,3.84283,47.125916,57.1,0.29404292,-9.974083
5,17011,3.830348,3.97743,56.91453,59.100002,0.15313467,-2.1854706
6,17013,3.263085,3.60728,48.48566,53.600002,0.2548275,-5.1143417
7,17015,3.8044028,4.32739,56.52902,64.3,0.14776953,-7.7709846
8,17017,3.391005,4.23317,50.386406,62.9,0.2714568,-12.513596
9,17019,3.8623805,4.32739,57.3905,64.3,0.18776453,-6.909504
10,17021,3.8147225,4.41488,56.682358,65.6,0.19923809,-8.917641
11,17023,3.5336165,3.80245,52.505447,56.5,0.23875293,-3.9945526
12,17025,3.0472102,2.98139,45.27801,44.3,0.28038818,0.9780121
13,17027,3.1964407,3.41884,47.495403,50.8,0.25561354,-3.304596
14,17029,3.8487802,4.32739,57.18841,64.3,0.21593787,-7.1115913
15,17033,3.3815064,3.54671,50.245266,52.7,0.26074377,-2.4547348
16,17035,3.5240836,3.64093,52.3638,54.1,0.23252028,-1.7361984
17,17037,3.6101193,3.60728,53.64219,53.600002,0.14105394,0.042186737
18,17039,3.7597437,4.43507,55.865433,65.9,0.1912885,-10.034569
19,17041,3.862527,4.28701,57.392673,63.700005,0.17933623,-6.307331
20,17045,3.965838,4.35431,58.927757,64.700005,0.19401646,-5.7722473
21,17047,3.2510843,3.74188,48.307346,55.6,0.2333117,-7.292652
22,17049,3.5900187,3.72169,53.343517,55.3,0.23797889,-1.9564819
23,17051,3.3780346,3.60055,50.19368,53.5,0.2404056,-3.3063202
24,17053,3.6098914,4.19952,53.6388,62.4,0.19540271,-8.7612
