,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,3.4808645,3.35154,51.721615,49.800003,0.14607632,1.9216118,"Adams County, IL"
1,17005,3.61382,3.47941,53.697178,51.7,0.12614664,1.9971771,"Bond County, IL"
2,17007,3.6909912,3.365,54.843853,50.0,0.11331098,4.843853,"Boone County, IL"
3,17009,3.5259871,3.78226,52.392082,56.2,0.1593182,-3.8079185,"Brown County, IL"
4,17011,4.000238,3.86302,59.4389,57.4,0.1254031,2.0388985,"Bureau County, IL"
5,17013,3.632167,3.15637,53.969795,46.899998,0.1643705,7.0697975,"Calhoun County, IL"
6,17015,4.1689544,4.35431,61.94583,64.700005,0.11533956,-2.7541733,"Carroll County, IL"
7,17019,4.076938,3.55344,60.578575,52.800003,0.13529813,7.778572,"Champaign County, IL"
8,17025,3.2555735,2.72565,48.37405,40.5,0.14463733,7.87405,"Clay County, IL"
9,17027,3.6608958,3.49287,54.39667,51.9,0.12432938,2.4966698,"Clinton County, IL"
10,17029,4.0572314,4.28701,60.28576,63.700005,0.14104216,-3.4142456,"Coles County, IL"
11,17033,3.5896292,3.33135,53.33773,49.5,0.13657604,3.8377304,"Crawford County, IL"
12,17035,3.6080418,3.40538,53.61132,50.600002,0.1374266,3.0113182,"Cumberland County, IL"
13,17037,3.680258,3.74188,54.68437,55.6,0.109131075,-0.91563034,"DeKalb County, IL"
14,17041,4.1794105,4.19952,62.101196,62.4,0.12787166,-0.29880524,"Douglas County, IL"
15,17045,4.1743503,4.00435,62.02601,59.500004,0.14239798,2.5260048,"Edgar County, IL"
16,17049,3.7511268,3.46595,55.737396,51.5,0.1289866,4.2373962,"Effingham County, IL"
17,17051,3.61414,3.29097,53.70193,48.9,0.12853234,4.8019295,"Fayette County, IL"
18,17053,3.711176,3.53998,55.143772,52.6,0.14243239,2.5437737,"Ford County, IL"
19,17055,3.027216,2.61797,44.980923,38.9,0.16886958,6.080921,"Franklin County, IL"
20,17057,3.5513015,3.62747,52.768223,53.9,0.15059912,-1.1317787,"Fulton County, IL"
21,17059,3.4266758,3.19675,50.91643,47.5,0.1582046,3.4164314,"Gallatin County, IL"
22,17061,3.9350276,4.08511,58.46995,60.700005,0.14492334,-2.230053,"Greene County, IL"
23,17063,3.4703336,3.2977,51.565136,49.0,0.13366152,2.565136,"Grundy County, IL"
24,17069,3.1063643,3.01504,46.156975,44.8,0.19301659,1.3569756,"Hardin County, IL"
25,17073,3.7504106,3.53998,55.726753,52.6,0.13259597,3.1267548,"Henry County, IL"
26,17075,3.5578341,3.04869,52.86529,45.300003,0.13781968,7.5652885,"Iroquois County, IL"
27,17077,3.0487103,2.66508,45.300304,39.600002,0.18912439,5.700302,"Jackson County, IL"
28,17079,3.6553948,3.62747,54.31493,53.9,0.12804434,0.41492844,"Jasper County, IL"
29,17081,3.0213208,2.51702,44.893326,37.4,0.17145993,7.4933243,"Jefferson County, IL"
30,17083,3.8650684,4.04473,57.43044,60.100002,0.14674045,-2.6695633,"Jersey County, IL"
31,17085,3.8580537,3.74188,57.326206,55.6,0.12320784,1.7262077,"Jo Daviess County, IL"
32,17089,3.5594473,3.38519,52.889263,50.3,0.1271335,2.589264,"Kane County, IL"
33,17091,3.4119115,3.51979,50.697052,52.3,0.14616925,-1.6029472,"Kankakee County, IL"
34,17093,3.3172789,3.86302,49.29092,57.4,0.13745183,-8.109081,"Kendall County, IL"
35,17095,3.864945,3.76207,57.428604,55.9,0.14110516,1.5286026,"Knox County, IL"
36,17097,2.8843045,3.24386,42.85742,48.2,0.1941971,-5.342579,"Lake County, IL"
37,17099,3.614612,3.72842,53.708946,55.4,0.12064713,-1.6910553,"LaSalle County, IL"
38,17101,3.5363708,3.21694,52.54637,47.8,0.14200205,4.746372,"Lawrence County, IL"
39,17103,3.76299,4.01781,55.91367,59.699997,0.112228684,-3.7863274,"Lee County, IL"
40,17105,3.688687,3.82937,54.809616,56.9,0.13820793,-2.0903854,"Livingston County, IL"
41,17109,3.7286248,4.05146,55.403046,60.199997,0.13180831,-4.7969513,"McDonough County, IL"
42,17113,4.0465345,4.1053,60.126816,61.0,0.13321277,-0.8731842,"McLean County, IL"
43,17115,4.205138,4.29374,62.483482,63.8,0.12718368,-1.3165169,"Macon County, IL"
44,17117,3.9180198,3.92359,58.21723,58.3,0.1274922,-0.08276749,"Macoupin County, IL"
45,17119,3.7607841,3.80918,55.880894,56.600002,0.13535435,-0.7191086,"Madison County, IL"
46,17121,3.3131518,3.12945,49.229595,46.5,0.14117624,2.7295952,"Marion County, IL"
47,17123,3.8303666,3.62074,56.91481,53.8,0.12814222,3.114811,"Marshall County, IL"
48,17125,3.5890715,3.72842,53.329445,55.4,0.17350669,-2.0705566,"Mason County, IL"
49,17127,3.0041795,2.92755,44.638626,43.5,0.18527475,1.1386261,"Massac County, IL"
50,17129,3.9408278,4.1726,58.556133,61.999996,0.1471231,-3.443863,"Menard County, IL"
51,17131,3.7677307,3.49287,55.98411,51.9,0.14935914,4.0841103,"Mercer County, IL"
52,17133,3.3571868,3.17656,49.883904,47.2,0.1715508,2.6839027,"Monroe County, IL"
53,17135,3.891099,4.13895,57.817223,61.5,0.117144175,-3.6827774,"Montgomery County, IL"
54,17137,4.019548,4.31393,59.725826,64.1,0.13760911,-4.374172,"Morgan County, IL"
55,17139,4.0095577,3.99089,59.57738,59.3,0.1252915,0.2773819,"Moultrie County, IL"
56,17141,3.8774796,4.03127,57.614853,59.9,0.10922193,-2.2851486,"Ogle County, IL"
57,17143,3.8140416,3.72842,56.672237,55.4,0.14845176,1.2722359,"Peoria County, IL"
58,17145,2.873676,2.39588,42.699497,35.6,0.16751602,7.0994987,"Perry County, IL"
59,17153,3.1106808,2.90736,46.22111,43.2,0.16854028,3.0211105,"Pulaski County, IL"
60,17157,3.1351435,2.79968,46.5846,41.6,0.16318725,4.9846,"Randolph County, IL"
61,17163,3.71247,3.58036,55.163002,53.2,0.14418356,1.9630013,"St. Clair County, IL"
62,17167,4.0187573,4.40815,59.714077,65.5,0.12594911,-5.785923,"Sangamon County, IL"
63,17173,3.807599,3.78226,56.57651,56.2,0.12630895,0.37651062,"Shelby County, IL"
64,17175,4.086579,3.95724,60.721825,58.800003,0.13208243,1.9218216,"Stark County, IL"
65,17177,4.045651,3.79572,60.113686,56.4,0.11046736,3.713684,"Stephenson County, IL"
66,17179,3.9122396,4.29374,58.131348,63.8,0.14415957,-5.6686516,"Tazewell County, IL"
67,17181,2.9866064,2.2882,44.37751,34.0,0.21819247,10.37751,"Union County, IL"
68,17187,3.8843493,3.93705,57.71693,58.500004,0.13541962,-0.7830734,"Warren County, IL"
69,17189,3.330526,2.95447,49.48776,43.899998,0.13961346,5.587761,"Washington County, IL"
70,17191,3.0897367,2.92082,45.90991,43.4,0.15416403,2.5099068,"Wayne County, IL"
71,17193,3.331345,3.13618,49.499928,46.6,0.14743444,2.899929,"White County, IL"
72,17197,3.2807608,3.21694,48.748302,47.8,0.16661939,0.9483032,"Will County, IL"
73,17201,3.7984238,3.75534,56.440174,55.800003,0.121958256,0.64017105,"Winnebago County, IL"
74,17203,3.848051,4.13222,57.177578,61.399998,0.13086249,-4.2224197,"Woodford County, IL"
75,18001,3.4225316,3.41884,50.854855,50.8,0.14055663,0.054855347,"Adams County, IN"
76,18003,3.5665326,3.51979,52.99454,52.3,0.13799188,0.69454193,"Allen County, IN"
77,18007,3.9041357,3.66785,58.010933,54.5,0.13492724,3.510933,"Benton County, IN"
78,18009,3.569057,3.62074,53.03205,53.8,0.13965096,-0.76794815,"Blackford County, IN"
79,18011,3.3869147,3.52652,50.325626,52.4,0.14073716,-2.0743752,"Boone County, IN"
80,18015,3.9803987,3.95051,59.14411,58.7,0.12395109,0.44411087,"Carroll County, IN"
81,18019,3.0883145,2.73238,45.888775,40.6,0.19349734,5.2887764,"Clark County, IN"
82,18021,3.4649942,3.25732,51.485798,48.399998,0.1395173,3.0858002,"Clay County, IN"
83,18025,2.97123,3.11599,44.149036,46.3,0.32490674,-2.1509628,"Crawford County, IN"
84,18027,3.3810942,3.60055,50.239143,53.5,0.15210848,-3.2608566,"Daviess County, IN"
85,18029,2.8972797,2.07957,43.05022,30.900002,0.19322023,12.150219,"Dearborn County, IN"
