,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,14.065097,12.49761,208.99104,185.7,0.9124257,23.291046,"Adams County, IL"
1,17005,14.442128,13.08985,214.59329,194.50002,0.6907326,20.093277,"Bond County, IL"
2,17007,13.231512,14.31471,196.60493,212.7,0.7912058,-16.095062,"Boone County, IL"
3,17009,13.7804,12.94852,204.76077,192.4,0.91935295,12.360779,"Brown County, IL"
4,17011,14.619818,15.04155,217.23355,223.5,0.85698277,-6.266449,"Bureau County, IL"
5,17013,14.067819,13.28502,209.03148,197.4,0.77866334,11.631485,"Calhoun County, IL"
6,17015,14.350079,15.44535,213.22554,229.5,0.81228703,-16.27446,"Carroll County, IL"
7,17017,15.4864855,14.52334,230.11122,215.8,0.81166893,14.311218,"Cass County, IL"
8,17019,15.122115,14.68486,224.69711,218.20001,0.79255754,6.497101,"Champaign County, IL"
9,17021,15.76753,14.59064,234.28723,216.8,0.7458901,17.487228,"Christian County, IL"
10,17023,15.285462,13.76958,227.12425,204.6,0.7524145,22.524246,"Clark County, IL"
11,17025,13.892206,11.99959,206.42209,178.3,0.76244277,28.122086,"Clay County, IL"
12,17027,14.355763,10.53918,213.31001,156.6,0.7222256,56.710007,"Clinton County, IL"
13,17029,14.966137,14.89349,222.37946,221.3,0.8423372,1.0794525,"Coles County, IL"
14,17033,14.115912,13.07639,209.7461,194.3,0.77623564,15.446091,"Crawford County, IL"
15,17035,14.692891,13.90418,218.31934,206.59999,0.7958416,11.719345,"Cumberland County, IL"
16,17037,14.047989,14.99444,208.73683,222.8,0.7267774,-14.063171,"DeKalb County, IL"
17,17041,15.199497,14.24068,225.84691,211.59999,0.7912367,14.246918,"Douglas County, IL"
18,17045,14.814036,14.03205,220.11942,208.5,0.840729,11.619415,"Edgar County, IL"
19,17047,13.6631775,12.43704,203.01898,184.8,0.760302,18.218979,"Edwards County, IL"
20,17049,14.949563,12.5178,222.13318,186.0,0.72218466,36.13318,"Effingham County, IL"
21,17051,13.903314,11.58906,206.58713,172.2,0.74955887,34.38713,"Fayette County, IL"
22,17053,14.131146,15.02809,209.97246,223.29999,0.92529577,-13.32753,"Ford County, IL"
23,17055,11.88067,11.69001,176.53299,173.7,0.9809573,2.8329926,"Franklin County, IL"
24,17057,14.303825,13.54076,212.53827,201.2,0.8442447,11.338272,"Fulton County, IL"
25,17061,14.971757,13.70228,222.46295,203.6,0.8398073,18.862946,"Greene County, IL"
26,17067,15.135535,13.74266,224.89651,204.2,0.81411374,20.696518,"Hancock County, IL"
27,17071,15.170198,15.45881,225.41158,229.7,0.77824724,-4.2884216,"Henderson County, IL"
28,17073,14.707944,15.04155,218.543,223.5,0.84358114,-4.9570007,"Henry County, IL"
29,17075,13.931339,14.57045,207.00356,216.5,0.8688116,-9.496445,"Iroquois County, IL"
30,17077,12.781738,11.11796,189.92181,165.2,0.8480153,24.721817,"Jackson County, IL"
31,17079,14.421678,12.90814,214.28941,191.8,0.69955945,22.48941,"Jasper County, IL"
32,17081,12.02088,10.47861,178.61635,155.7,0.9003417,22.916351,"Jefferson County, IL"
