,FIPS,y_test_pred,y_test
0,17001,73.50488,185.7
1,17005,60.35366,194.5
2,17007,51.51469,212.7
3,17009,74.91288,192.4
4,17011,73.198875,223.5
5,17013,78.969574,197.4
6,17015,70.24268,229.5
7,17017,84.33291,215.8
8,17019,71.57439,218.2
9,17021,90.22254,216.8
10,17023,82.12418,204.6
11,17025,55.777893,178.3
12,17027,51.483944,156.6
13,17029,86.28412,221.3
14,17033,66.995056,194.3
15,17035,82.437675,206.6
16,17037,59.14622,222.8
17,17041,80.73008,211.6
18,17045,80.38694,208.5
19,17047,51.89274,184.8
20,17049,75.590355,186.0
21,17051,61.61965,172.2
22,17053,64.41027,223.3
23,17055,42.799248,173.7
24,17057,68.06136,201.2
25,17061,88.11337,203.6
26,17067,77.45194,204.2
27,17071,77.62409,229.7
28,17073,68.93008,223.5
29,17075,63.334057,216.5
30,17077,43.975445,165.2
31,17079,70.01024,191.8
32,17081,40.10498,155.7
33,17083,83.28187,201.9
34,17085,63.57751,211.2
35,17087,52.309914,159.6
36,17089,56.96227,209.1
37,17091,65.86758,207.5
38,17093,63.48445,206.2
39,17095,69.86731,219.0
40,17097,52.269764,192.9
41,17099,68.548164,199.7
42,17101,64.706665,186.3
43,17103,68.4573,207.7
44,17105,67.88528,220.1
45,17107,75.100044,211.1
46,17109,74.21144,224.2
47,17113,70.92236,223.3
48,17115,82.47736,225.3
49,17117,84.69753,199.3
50,17119,71.31511,189.3
51,17121,56.554996,157.8
52,17125,76.42147,208.1
53,17127,47.85764,174.9
54,17129,75.5925,214.4
55,17131,79.56011,226.6
56,17133,51.47962,154.0
57,17135,81.148384,202.6
58,17137,83.30375,200.2
59,17139,88.202614,220.5
60,17141,64.83294,216.8
61,17143,70.85933,220.0
62,17145,35.89061,165.2
63,17147,85.784325,223.2
64,17149,85.10064,189.8
65,17151,58.099606,161.3
66,17153,57.097168,161.7
67,17155,72.17681,213.7
68,17157,44.053833,161.7
69,17159,59.19394,192.5
