,FIPS,y_test_pred,y_test
0,17001,185.08012,185.7
1,17005,178.20396,194.5
2,17007,196.07948,212.7
3,17009,191.87773,192.4
4,17011,217.4312,223.5
5,17013,194.60957,197.4
6,17015,214.8001,229.5
7,17017,204.11433,215.8
8,17019,204.90646,218.2
9,17021,212.33879,216.8
10,17023,199.42372,204.6
11,17025,174.97353,178.3
12,17027,167.57664,156.6
13,17029,208.82932,221.3
14,17033,191.30278,194.3
15,17035,197.92961,206.6
16,17037,207.00003,222.8
17,17041,209.01457,211.6
18,17045,214.35678,208.5
19,17047,175.21208,184.8
20,17049,189.3802,186.0
21,17051,177.2653,172.2
22,17053,204.01329,223.3
23,17055,169.10463,173.7
24,17057,194.87556,201.2
25,17061,202.83037,203.6
26,17067,199.63228,204.2
27,17071,214.58308,229.7
28,17073,209.70161,223.5
29,17075,203.51799,216.5
30,17077,167.50258,165.2
31,17079,195.88002,191.8
32,17081,161.47652,155.7
33,17083,204.76534,201.9
34,17085,201.84148,211.2
35,17087,175.58044,159.6
36,17089,195.29625,209.1
37,17091,202.1168,207.5
38,17093,202.58937,206.2
39,17095,209.44875,219.0
40,17097,159.54617,192.9
41,17099,210.13219,199.7
42,17101,185.66805,186.3
43,17103,211.43578,207.7
44,17105,208.94121,220.1
45,17107,207.83537,211.1
46,17109,205.77806,224.2
47,17113,210.78377,223.3
48,17115,210.90184,225.3
49,17117,201.9822,199.3
50,17119,186.94362,189.3
51,17121,178.04733,157.8
52,17125,194.17076,208.1
53,17127,176.58022,174.9
54,17129,201.4409,214.4
55,17131,220.6746,226.6
56,17133,154.84703,154.0
57,17135,197.33131,202.6
58,17137,204.86559,200.2
59,17139,214.07634,220.5
60,17141,209.26228,216.8
61,17143,203.2188,220.0
62,17145,154.4462,165.2
63,17147,221.91304,223.2
64,17149,193.57912,189.8
65,17151,184.28981,161.3
66,17153,174.60213,161.7
67,17155,206.49663,213.7
68,17157,160.01866,161.7
69,17159,183.30438,192.5
70,17161,211.46576,218.9
71,17163,176.28699,174.0
72,17165,175.5706,170.3
73,17167,206.11829,221.1
74,17169,190.48717,188.8
75,17171,192.51433,196.3
76,17173,197.26434,196.6
77,17175,217.44542,234.1
78,17177,205.52225,217.0
79,17179,202.02467,222.0
80,17181,170.45686,142.3
81,17183,203.44917,204.2
82,17185,184.54509,184.1
83,17189,167.09984,178.6
84,17191,179.6108,185.1
85,17193,180.7075,171.0
86,17195,204.4445,201.3
87,17197,185.41487,195.2
88,17199,171.9244,170.3
89,17201,189.52046,190.4
90,17203,206.50194,223.2
91,18001,189.72292,202.8
92,18003,186.33229,190.4
93,18005,184.78947,195.0
94,18007,204.19878,222.2
95,18009,197.0292,200.3
96,18011,203.17628,207.2
97,18013,189.61758,183.5
98,18019,185.70232,188.9
99,18021,201.77327,194.3
100,18023,215.33414,234.4
101,18027,191.78127,213.9
102,18029,171.3662,189.1
103,18031,196.04631,221.9
104,18035,190.36322,191.4
105,18039,193.3065,181.7
106,18041,192.7751,208.0
107,18047,186.4315,198.4
108,18051,188.14093,202.5
109,18053,207.20915,219.2
110,18055,180.13857,189.6
111,18057,179.46169,205.8
112,18059,184.25874,206.9
113,18061,176.06816,188.3
114,18063,200.24934,222.0
115,18065,194.40094,197.4
116,18067,211.41908,215.6
117,18069,199.68855,211.7
118,18073,195.53789,200.1
119,18075,192.6584,198.7
120,18077,180.18033,182.9
121,18079,186.57538,191.9
122,18081,192.78114,224.4
123,18083,184.60774,202.0
124,18085,202.18839,198.0
125,18087,180.94847,182.4
126,18089,200.96631,207.5
127,18091,195.24837,177.4
128,18095,195.69086,207.6
129,18097,176.78369,185.9
130,18099,207.03557,196.9
131,18103,198.1765,202.0
132,18105,180.24562,182.6
133,18107,209.46123,228.0
134,18109,201.82779,200.0
135,18111,202.53732,219.3
136,18113,190.9263,195.3
137,18115,162.18365,165.2
138,18119,190.32463,191.8
139,18125,187.82164,199.1
140,18127,202.60663,201.7
141,18129,192.7292,198.8
142,18131,202.95737,197.1
143,18133,206.21272,202.3
144,18135,196.00706,193.2
145,18137,181.50336,180.9
146,18139,201.00667,221.5
147,18141,202.5536,184.1
148,18143,191.43527,192.6
149,18145,190.26057,200.6
150,18149,192.67163,189.0
151,18151,185.02992,182.8
152,18153,193.6929,199.2
153,18155,162.3878,181.0
154,18157,203.91725,222.4
155,18159,210.65877,208.8
156,18161,204.89537,221.8
157,18163,181.93884,186.4
158,18167,188.74315,198.8
159,18169,201.2964,206.8
160,18173,175.89053,194.8
161,18177,194.98717,194.2
162,18179,205.586,205.6
163,18181,200.18199,197.7
164,18183,187.92302,181.9
165,19005,190.4228,183.9
166,19007,171.31871,172.8
167,19009,193.58707,197.6
168,19011,192.83446,199.7
169,19015,221.98265,226.5
170,19017,201.16563,199.9
171,19019,195.85991,190.7
172,19021,209.19957,212.0
173,19023,193.54295,183.1
174,19025,207.5135,201.6
175,19027,201.69124,196.7
176,19031,204.74873,205.7
177,19035,213.40413,211.7
178,19037,199.14754,198.9
179,19041,211.29037,203.9
180,19043,196.52856,201.1
181,19045,198.59909,198.0
182,19047,195.17377,187.9
183,19049,202.77602,210.9
184,19051,154.79286,179.8
185,19053,182.97432,205.3
186,19055,196.85814,198.9
187,19057,199.92596,207.9
188,19059,201.52086,201.3
189,19061,198.56819,199.5
190,19065,193.63087,205.9
191,19067,198.10255,191.8
192,19069,213.92001,210.5
193,19071,215.37144,211.0
194,19073,216.3769,208.0
195,19075,210.05544,212.9
196,19079,217.5928,215.5
197,19081,213.81601,204.9
198,19083,216.52449,213.3
199,19085,190.49757,190.3
200,19087,191.92975,195.1
201,19089,196.99321,183.9
202,19091,197.93922,205.8
203,19093,205.1269,198.0
204,19095,197.11967,213.5
205,19097,186.41122,189.6
206,19099,218.856,218.0
207,19101,187.40645,195.1
208,19103,189.79904,203.1
209,19105,186.5594,190.7
210,19107,202.88292,211.6
211,19111,189.23126,203.7
212,19113,176.19684,179.5
213,19117,165.08772,173.9
214,19119,213.63528,200.2
215,19121,188.2943,202.0
216,19123,206.32712,214.9
217,19125,193.12302,203.7
218,19127,217.96376,216.3
219,19129,204.0282,204.3
220,19131,190.5255,171.8
221,19133,195.61058,165.4
222,19135,173.51363,181.1
223,19137,195.04762,206.2
224,19139,202.30086,211.9
225,19141,223.87521,212.7
226,19143,212.74866,203.7
227,19145,206.47133,206.6
228,19147,211.55779,211.7
229,19149,216.40321,205.7
230,19151,212.1621,218.1
231,19153,194.48055,206.4
232,19155,201.5396,198.5
233,19157,205.0052,204.9
234,19161,207.54797,199.1
235,19163,202.67946,210.1
236,19165,196.87425,196.0
237,19167,220.61664,211.4
238,19169,213.18102,211.4
239,19171,201.69728,197.4
240,19173,193.13689,192.9
241,19175,197.101,217.0
242,19177,169.75032,189.3
243,19179,184.19835,202.9
244,19181,185.39241,199.2
245,19183,197.33641,188.3
246,19187,211.65398,212.8
247,19189,218.67159,211.3
248,19191,196.57864,195.3
249,19193,190.40215,168.3
250,19195,198.12263,187.6
251,19197,210.05406,202.5
252,20001,110.53714,96.7
253,20005,178.25032,183.2
254,20009,119.88739,125.8
255,20011,113.876045,116.0
256,20013,197.86433,188.6
257,20015,79.96,97.0
258,20017,84.71688,110.1
259,20019,81.21526,92.2
260,20021,96.348755,118.5
261,20023,88.46949,112.7
262,20029,107.02329,69.5
263,20031,102.7462,91.8
264,20035,98.827194,110.9
265,20037,104.38123,112.7
266,20039,81.74035,103.5
267,20041,85.64851,104.9
268,20045,140.17126,131.8
269,20047,138.75842,157.3
270,20049,64.81653,98.9
271,20053,80.12573,97.3
272,20059,117.37049,117.2
273,20061,129.00629,124.4
274,20063,75.84819,57.6
275,20065,77.8599,63.5
276,20067,122.8783,150.4
277,20069,154.82613,203.7
278,20073,69.09609,66.3
279,20077,103.07714,101.6
280,20081,151.184,184.5
281,20085,154.93776,170.7
282,20087,173.17473,185.3
283,20091,133.43706,135.6
284,20095,127.95707,136.0
285,20097,152.46892,139.8
286,20099,89.68943,94.8
287,20101,65.8335,65.9
288,20103,168.23761,161.4
289,20105,68.69945,68.0
290,20109,70.83927,84.6
291,20111,104.13979,93.7
292,20113,98.762726,93.7
293,20115,67.63166,90.6
294,20117,154.15013,135.8
295,20119,163.40224,211.1
296,20121,124.08703,137.0
297,20123,76.48648,61.5
298,20125,84.3314,118.4
299,20127,70.133484,83.8
300,20131,175.05907,169.5
301,20133,104.4099,86.7
302,20139,107.06344,101.1
303,20143,99.63586,93.6
304,20151,139.23108,181.2
305,20153,73.5498,104.1
306,20155,130.12483,186.7
307,20159,98.26244,112.4
308,20161,118.72517,143.5
309,20163,60.27817,71.3
310,20167,73.960884,55.0
311,20169,90.18548,103.2
312,20173,120.85833,132.1
313,20175,152.74727,181.1
314,20177,153.40652,137.9
315,20179,98.811104,96.3
316,20181,84.17776,97.9
317,20183,102.468254,90.9
318,20189,153.7255,150.0
319,20191,104.400764,120.5
320,20193,92.2365,108.7
321,20197,129.69844,97.8
322,20205,91.37674,101.3
392,26005,183.73317,176.1
393,26007,141.93819,160.4
394,26009,144.67177,141.1
395,26011,179.20241,158.5
396,26015,175.27614,158.6
397,26017,181.83937,177.5
398,26023,188.8719,168.9
399,26025,181.92242,148.3
400,26027,187.7423,156.3
401,26043,126.86537,146.3
402,26045,172.44275,164.7
403,26047,124.46116,123.1
404,26049,174.17825,157.3
405,26051,167.57047,152.6
406,26055,125.36462,126.9
407,26057,185.92665,168.6
408,26059,179.16718,160.7
409,26063,184.54082,193.3
410,26065,183.7483,180.2
