,FIPS,y_test_pred,y_test
0,17001,4.75265,185.7
1,17005,4.0979686,194.5
2,17007,7.0868106,212.7
3,17009,5.000051,192.4
4,17011,6.5901084,223.5
5,17013,3.052528,197.4
6,17015,6.9754996,229.5
7,17017,6.703054,215.8
8,17019,7.5047092,218.2
9,17021,6.641611,216.8
10,17023,5.723087,204.6
11,17025,3.9832978,178.3
12,17027,3.5509646,156.6
13,17029,6.715401,221.3
14,17033,4.23387,194.3
15,17035,5.6030746,206.6
16,17037,6.3601027,222.8
17,17041,7.363756,211.6
18,17045,5.5638003,208.5
19,17047,2.6218543,184.8
20,17049,6.713059,186.0
21,17051,3.7499518,172.2
22,17053,7.448913,223.3
23,17055,1.6438067,173.7
24,17057,6.0592012,201.2
25,17061,5.558876,203.6
26,17067,6.7979703,204.2
27,17071,6.417564,229.7
28,17073,7.4286194,223.5
29,17075,6.615592,216.5
30,17077,0.5162628,165.2
31,17079,4.978523,191.8
32,17081,1.6368029,155.7
33,17083,4.910794,201.9
34,17085,7.545288,211.2
35,17087,0.056586318,159.6
36,17089,5.54718,209.1
37,17091,7.3223777,207.5
38,17093,7.223644,206.2
39,17095,7.563726,219.0
40,17097,4.070316,192.9
41,17099,6.9566092,199.7
42,17101,3.1162605,186.3
43,17103,6.5822263,207.7
44,17105,7.5080023,220.1
45,17107,7.4018235,211.1
46,17109,6.8063574,224.2
47,17113,8.372291,223.3
48,17115,7.7663465,225.3
49,17117,4.661411,199.3
50,17119,4.1108575,189.3
51,17121,3.827921,157.8
52,17125,6.2318053,208.1
53,17127,-0.44336516,174.9
54,17129,6.7475753,214.4
55,17131,7.4944005,226.6
56,17133,1.5644739,154.0
57,17135,4.889327,202.6
58,17137,6.517359,200.2
59,17139,7.0419087,220.5
60,17141,7.2760444,216.8
61,17143,7.7810154,220.0
62,17145,1.2892109,165.2
63,17147,8.108516,223.2
64,17149,4.7468176,189.8
65,17151,0.9785461,161.3
66,17153,1.59085,161.7
67,17155,7.0905232,213.7
68,17157,1.7598892,161.7
69,17159,2.9847486,192.5
70,17161,7.400843,218.9
71,17163,3.1169713,174.0
72,17165,1.6651838,170.3
73,17167,6.4421296,221.1
74,17169,5.2122545,188.8
75,17171,5.1935153,196.3
76,17173,5.9413433,196.6
77,17175,8.22631,234.1
78,17177,7.992307,217.0
79,17179,7.3256326,222.0
80,17181,-0.94890934,142.3
81,17183,6.770007,204.2
82,17185,2.893941,184.1
83,17189,3.0156322,178.6
84,17191,3.507556,185.1
85,17193,2.7674785,171.0
86,17195,6.044746,201.3
87,17197,6.7280335,195.2
88,17199,0.5190448,170.3
89,17201,6.9564257,190.4
90,17203,6.923426,223.2
91,18001,5.2295313,202.8
92,18003,4.8233852,190.4
93,18005,3.634018,195.0
94,18007,6.977632,222.2
95,18009,6.287422,200.3
96,18011,7.5721283,207.2
97,18013,-0.5688563,183.5
98,18019,1.5888623,188.9
99,18021,5.0501947,194.3
100,18023,7.842306,234.4
101,18027,3.8864021,213.9
102,18029,-0.31120425,189.1
103,18031,4.8760524,221.9
104,18035,5.1779895,191.4
105,18039,6.3047547,181.7
106,18041,4.9189224,208.0
107,18047,2.0695603,198.4
108,18051,3.990231,202.5
109,18053,7.0015597,219.2
110,18055,1.9533528,189.6
111,18057,5.365202,205.8
112,18059,4.2957177,206.9
113,18061,1.7045015,188.3
114,18063,6.1158876,222.0
115,18065,6.1910634,197.4
116,18067,8.085634,215.6
117,18069,6.245854,211.7
118,18073,5.2507973,200.1
119,18075,5.4842014,198.7
120,18077,0.5338252,182.9
121,18079,2.3804026,191.9
122,18081,2.775048,224.4
123,18083,4.1094427,202.0
124,18085,5.3417816,198.0
125,18087,4.9905305,182.4
126,18089,5.7543435,207.5
127,18091,3.7130554,177.4
128,18095,6.160495,207.6
129,18097,4.4402723,185.9
130,18099,6.163753,196.9
131,18103,5.291328,202.0
132,18105,-0.5915423,182.6
133,18107,7.6214604,228.0
134,18109,3.5066066,200.0
135,18111,6.850415,219.3
136,18113,5.7094893,195.3
137,18115,-1.277589,165.2
138,18119,0.9816813,191.8
139,18125,1.9396832,199.1
140,18127,5.8382936,201.7
141,18129,3.9023676,198.8
142,18131,5.877795,197.1
143,18133,5.2900853,202.3
144,18135,5.5173388,193.2
145,18137,1.388433,180.9
146,18139,5.8830733,221.5
147,18141,4.8252954,184.1
148,18143,2.3695965,192.6
149,18145,4.146176,200.6
150,18149,4.694564,189.0
151,18151,5.7394195,182.8
152,18153,4.008842,199.2
153,18155,-0.5308686,181.0
154,18157,6.819658,222.4
155,18159,7.379334,208.8
156,18161,6.120784,221.8
157,18163,4.3090076,186.4
158,18167,4.319493,198.8
159,18169,5.841619,206.8
160,18173,1.6926976,194.8
161,18177,5.2346225,194.2
162,18179,7.037414,205.6
163,18181,6.3515873,197.7
164,18183,4.9187093,181.9
165,19005,9.209062,183.9
166,19007,1.7113191,172.8
167,19009,6.174054,197.6
168,19011,8.574161,199.7
169,19015,7.350698,226.5
170,19017,8.877979,199.9
171,19019,9.8171425,190.7
172,19021,7.6083064,212.0
173,19023,10.245142,183.1
174,19025,7.052405,201.6
175,19027,7.739699,196.7
176,19031,6.377776,205.7
177,19035,8.951862,211.7
178,19037,10.087992,198.9
179,19041,7.955335,203.9
180,19043,7.9696326,201.1
181,19045,6.981356,198.0
182,19047,7.9859414,187.9
183,19049,4.9864116,210.9
184,19051,2.2477279,179.8
185,19053,1.8842732,205.3
186,19055,9.321341,198.9
187,19057,5.0875297,207.9
188,19059,9.760784,201.3
189,19061,9.017041,199.5
190,19065,7.840101,205.9
191,19067,10.411442,191.8
192,19069,10.198082,210.5
193,19071,5.7435317,211.0
194,19073,7.5670214,208.0
195,19075,10.032828,212.9
196,19079,7.913637,215.5
197,19081,10.472054,204.9
198,19083,8.927663,213.3
199,19085,3.4065661,190.3
200,19087,3.8093705,195.1
201,19089,10.977503,183.9
202,19091,7.4441333,205.8
203,19093,8.865698,198.0
204,19095,6.645849,213.5
205,19097,5.610047,189.6
206,19099,8.115183,218.0
207,19101,3.6950731,195.1
208,19103,6.083381,203.1
209,19105,6.772161,190.7
210,19107,4.120129,211.6
211,19111,3.2190785,203.7
212,19113,9.130671,179.5
213,19117,2.6055663,173.9
214,19119,10.457954,200.2
215,19121,3.8459005,202.0
216,19123,6.1542583,214.9
217,19125,5.659019,203.7
218,19127,10.412557,216.3
219,19129,5.1635957,204.3
220,19131,10.266553,171.8
221,19133,5.9797635,165.4
222,19135,2.425337,181.1
223,19137,4.812536,206.2
224,19139,7.223742,211.9
225,19141,9.52117,212.7
226,19143,9.7630825,203.7
227,19145,4.2606635,206.6
228,19147,8.710199,211.7
229,19149,8.771158,205.7
230,19151,6.941565,218.1
231,19153,5.90497,206.4
232,19155,5.3803315,198.5
233,19157,6.6865478,204.9
234,19161,8.086776,199.1
235,19163,6.7377486,210.1
236,19165,5.3891826,196.0
237,19167,10.121933,211.4
238,19169,7.3851595,211.4
239,19171,8.200979,197.4
240,19173,2.3350127,192.9
241,19175,2.3337066,217.0
242,19177,2.2536952,189.3
243,19179,4.0059214,202.9
244,19181,3.7701502,199.2
245,19183,5.913728,188.3
246,19187,7.788253,212.8
247,19189,11.088174,211.3
248,19191,9.5686245,195.3
249,19193,9.879304,168.3
250,19195,11.293226,187.6
251,19197,9.355431,202.5
252,20001,-0.93673974,96.7
253,20005,3.406419,183.2
254,20009,5.391768,125.8
255,20011,-0.7312568,116.0
256,20013,4.4838204,188.6
257,20015,-0.06657762,97.0
258,20017,0.69445866,110.1
259,20019,-1.9397241,92.2
260,20021,-1.6986051,118.5
261,20023,0.3821153,112.7
262,20029,5.396281,69.5
263,20031,0.5984133,91.8
264,20035,-0.92967993,110.9
265,20037,-1.1281658,112.7
266,20039,-0.06728918,103.5
267,20041,1.9223368,104.9
268,20045,1.1999819,131.8
269,20047,10.231331,157.3
270,20049,-1.8132123,98.9
271,20053,2.772356,97.3
272,20059,1.0737156,117.2
273,20061,4.3716855,124.4
274,20063,0.72485894,57.6
275,20065,0.9350396,63.5
276,20067,11.018262,150.4
277,20069,12.249645,203.7
278,20073,-1.9387928,66.3
279,20077,0.3260315,101.6
280,20081,10.707454,184.5
281,20085,1.7936854,170.7
282,20087,2.8282988,185.3
283,20091,-1.2126203,135.6
284,20095,7.2590823,136.0
285,20097,11.678569,139.8
286,20099,-2.0791638,94.8
287,20101,1.5725706,65.9
288,20103,1.456409,161.4
289,20105,3.0352936,68.0
290,20109,-0.055337973,84.6
291,20111,-0.8236833,93.7
292,20113,3.7975001,93.7
293,20115,0.33209127,90.6
294,20117,1.6573983,135.8
295,20119,13.380032,211.1
296,20121,0.43717152,137.0
297,20123,4.9140472,61.5
298,20125,-1.2649516,118.4
299,20127,0.036699943,83.8
300,20131,3.0658536,169.5
301,20133,-1.4472001,86.7
302,20139,0.08250194,101.1
303,20143,5.20898,93.6
304,20151,11.591757,181.2
305,20153,-1.2248228,104.1
306,20155,8.10054,186.7
307,20159,3.8410463,112.4
308,20161,4.5915494,143.5
309,20163,1.2301564,71.3
310,20167,4.903685,55.0
311,20169,3.4104776,103.2
312,20173,3.2615914,132.1
313,20175,14.525553,181.1
314,20177,2.745475,137.9
315,20179,2.4316108,96.3
316,20181,1.5209843,97.9
317,20183,2.867413,90.9
318,20189,14.002996,150.0
319,20191,0.14112443,120.5
320,20193,1.7703788,108.7
321,20197,1.7442862,97.8
322,20205,-1.1764374,101.3
392,26005,6.227776,176.1
393,26007,3.6106977,160.4
394,26009,4.719052,141.1
395,26011,10.732943,158.5
396,26015,5.310185,158.6
397,26017,11.200188,177.5
398,26023,6.071848,168.9
399,26025,6.101271,148.3
400,26027,4.7041626,156.3
401,26043,-2.2513537,146.3
402,26045,6.691624,164.7
403,26047,3.5529175,123.1
404,26049,7.841287,157.3
405,26051,7.78592,152.6
406,26055,6.408385,126.9
407,26057,8.403925,168.6
408,26059,6.4489923,160.7
409,26063,11.759164,193.3
410,26065,6.7034307,180.2
411,26067,6.944697,175.0
412,26073,7.5239697,151.7
413,26075,6.792989,164.8
414,26077,4.6994414,145.0
415,26081,5.5421996,178.4
416,26087,8.660734,170.1
417,26091,7.374047,191.5
418,26093,6.544538,160.9
419,26099,8.600568,174.6
420,26101,5.2091246,131.9
421,26105,4.6812897,153.0
422,26107,7.3366857,131.2
423,26109,-1.2764512,133.6
424,26111,9.503336,177.9
425,26113,10.247157,160.9
426,26115,6.2201133,192.5
427,26117,7.0280547,153.7
428,26119,2.9963875,149.4
429,26121,4.196101,138.6
430,26123,3.7767653,157.3
431,26125,7.871283,160.2
432,26127,4.81336,151.5
433,26129,8.164004,161.0
434,26137,4.6311355,154.4
435,26139,5.9384007,180.5
436,26141,2.0804372,118.0
437,26145,9.533621,178.5
438,26147,8.000483,167.3
439,26149,4.614684,123.0
440,26151,11.35257,184.6
441,26155,6.9117026,164.8
442,26157,11.185686,181.7
443,26159,4.4544406,184.8
444,26161,6.4980674,186.8
445,26163,3.998753,159.1
446,27001,-0.22000772,129.9
447,27005,10.170702,167.7
448,27009,9.112329,164.6
449,27011,10.1965275,180.6
450,27013,7.6035895,199.2
451,27015,7.1295557,193.2
452,27017,8.487229,144.2
453,27019,6.8211236,192.2
454,27021,4.5951896,144.8
455,27023,8.317609,194.9
456,27025,6.1994834,155.4
457,27027,10.665497,161.0
458,27033,7.921152,202.6
459,27035,5.324513,128.3
460,27037,8.924475,183.1
461,27039,9.399566,189.6
462,27045,8.074062,183.0
463,27047,9.3033085,182.7
464,27049,8.7149725,195.9
465,27051,9.961903,187.4
466,27055,7.5230327,177.0
467,27059,6.4040627,154.8
468,27063,8.511265,204.7
469,27067,9.182115,203.7
470,27073,8.416976,183.9
471,27079,8.417993,193.3
472,27081,6.605936,181.5
473,27085,5.6870537,177.4
474,27087,8.83416,183.0
475,27089,8.522499,163.8
476,27093,6.985145,192.9
477,27095,5.149238,137.4
478,27097,9.225964,145.0
479,27099,8.257189,170.1
480,27103,8.005148,196.1
481,27105,7.1661325,198.7
482,27107,7.307444,166.1
483,27109,8.019235,174.8
484,27111,11.264239,157.9
485,27115,4.150053,151.9
486,27117,5.170845,161.8
487,27119,9.016578,146.9
488,27121,9.492315,179.5
489,27125,8.942916,170.8
490,27127,6.083647,176.0
491,27129,6.5475187,208.3
492,27131,8.085323,194.6
493,27139,7.997968,191.9
494,27141,10.45773,173.2
495,27143,7.020155,182.7
496,27145,8.87007,187.3
497,27147,8.606386,189.9
498,27149,10.471327,195.3
499,27151,10.211392,197.0
500,27153,8.471797,148.3
501,27155,8.148876,187.5
502,27159,10.6155205,152.4
503,27161,8.497341,201.6
504,27163,8.261455,194.6
505,27165,7.8252497,209.3
506,27167,8.914642,142.5
507,27169,8.028353,197.8
508,27171,7.1904035,180.6
509,27173,7.835021,179.1
510,29003,4.138444,175.7
511,29007,2.7386727,115.3
512,29011,-0.29944807,149.0
513,29013,1.7486174,143.6
514,29017,-0.43666238,119.2
515,29019,1.5413288,122.8
516,29021,5.8777485,175.2
517,29025,1.6132805,148.7
518,29027,-0.07562012,141.4
519,29031,0.70919746,140.0
520,29033,3.4190803,154.8
521,29045,3.485096,166.6
522,29047,4.0672174,190.6
523,29049,3.401002,189.1
524,29051,-0.3184039,130.8
525,29053,1.661217,105.0
526,29057,-1.0085275,95.2
527,29059,-2.2196107,124.1
528,29061,1.728691,146.0
529,29063,2.137691,190.4
530,29069,2.999175,164.0
531,29071,-0.707421,131.5
532,29073,-1.636202,113.5
533,29075,1.7768409,160.0
534,29079,2.8370051,156.1
535,29083,0.7617199,123.6
536,29085,-1.7377721,101.2
537,29087,7.729234,219.0
538,29089,1.5685894,149.1
539,29095,2.6117167,186.7
540,29097,-1.885041,141.5
541,29099,-2.088828,118.1
542,29101,1.5165142,129.3
543,29103,2.0504475,130.9
544,29105,-0.41213006,144.0
545,29107,5.114804,176.7
546,29109,-0.959899,88.4
547,29111,1.6989647,147.7
