,FIPS,y_test_pred,y_test
0,17001,189.88951,185.7
1,17005,184.72874,194.5
2,17007,201.37102,212.7
3,17009,196.62653,192.4
4,17011,221.28636,223.5
5,17013,200.65858,197.4
6,17015,217.93246,229.5
7,17017,209.22737,215.8
8,17019,209.45784,218.2
9,17021,218.83534,216.8
10,17023,203.69557,204.6
11,17025,180.88449,178.3
12,17027,173.19052,156.6
13,17029,213.24934,221.3
14,17033,197.52115,194.3
15,17035,203.5417,206.6
16,17037,212.27776,222.8
17,17041,213.75102,211.6
18,17045,217.60442,208.5
19,17047,180.15244,184.8
20,17049,196.73138,186.0
21,17051,183.50972,172.2
22,17053,208.24904,223.3
23,17055,174.53441,173.7
24,17057,200.96727,201.2
25,17061,208.38753,203.6
26,17067,205.73488,204.2
27,17071,219.32457,229.7
28,17073,214.22438,223.5
29,17075,207.59563,216.5
30,17077,172.59235,165.2
31,17079,202.7187,191.8
32,17081,166.20549,155.7
33,17083,210.34584,201.9
34,17085,203.77275,211.2
35,17087,176.6685,159.6
36,17089,199.41725,209.1
37,17091,205.7377,207.5
38,17093,207.64186,206.2
39,17095,215.74019,219.0
40,17097,163.81734,192.9
41,17099,214.47424,199.7
42,17101,191.95726,186.3
43,17103,214.68726,207.7
44,17105,212.66173,220.1
45,17107,213.99542,211.1
46,17109,210.06111,224.2
47,17113,216.11185,223.3
48,17115,216.30354,225.3
49,17117,208.46968,199.3
50,17119,193.70036,189.3
51,17121,183.93077,157.8
52,17125,198.45808,208.1
53,17127,180.80391,174.9
54,17129,207.43137,214.4
55,17131,224.81554,226.6
56,17133,159.3464,154.0
57,17135,204.33524,202.6
58,17137,210.55748,200.2
59,17139,218.74913,220.5
60,17141,212.50105,216.8
61,17143,209.70445,220.0
62,17145,159.99384,165.2
63,17147,226.40582,223.2
64,17149,199.52687,189.8
65,17151,187.19179,161.3
66,17153,178.96815,161.7
67,17155,212.4077,213.7
68,17157,164.31702,161.7
69,17159,189.19054,192.5
70,17161,215.51576,218.9
71,17163,182.59128,174.0
72,17165,181.2678,170.3
73,17167,212.57852,221.1
74,17169,195.59526,188.8
75,17171,198.07083,196.3
76,17173,203.75314,196.6
77,17175,222.40755,234.1
78,17177,207.57858,217.0
79,17179,208.35991,222.0
80,17181,173.30495,142.3
81,17183,207.8066,204.2
82,17185,190.80542,184.1
83,17189,173.41106,178.6
84,17191,185.70088,185.1
85,17193,185.46431,171.0
86,17195,207.82909,201.3
87,17197,191.2752,195.2
88,17199,174.49283,170.3
89,17201,191.65205,190.4
90,17203,212.75969,223.2
91,18001,200.67342,202.8
