,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17003,3.786805,3.93705,56.267532,58.500004,0.21771163,-2.2324715
1,17005,4.393885,4.3745,65.28804,65.0,0.15832743,0.28804016
2,17007,3.9982646,4.65716,59.409576,69.2,0.15034056,-9.790421
3,17009,3.951607,3.99762,58.7163,59.4,0.16749796,-0.68370056
4,17011,4.5184,4.46872,67.13819,66.4,0.13811569,0.7381897
5,17015,4.3138366,4.61678,64.09861,68.6,0.13789906,-4.5013885
6,17017,4.5014114,4.60332,66.88576,68.4,0.16414395,-1.5142441
7,17019,4.777189,5.06769,70.98349,75.299995,0.1496833,-4.3165054
8,17021,4.640595,4.79176,68.953865,71.2,0.14802326,-2.246132
9,17023,4.2872357,4.40815,63.703354,65.5,0.171941,-1.7966461
10,17025,4.122459,3.98416,61.254963,59.2,0.18143255,2.0549622
11,17027,4.252141,4.28028,63.18189,63.600002,0.16895956,-0.4181137
12,17031,2.884026,3.08234,42.853287,45.8,0.23010878,-2.9467125
13,17033,4.262832,4.3745,63.340748,65.0,0.18523218,-1.6592522
14,17037,4.2794247,4.30047,63.58729,63.899998,0.1340322,-0.312706
15,17039,4.652754,4.75811,69.13453,70.700005,0.14749698,-1.5654755
16,17045,4.546223,4.76484,67.551605,70.8,0.1538679,-3.2483978
17,17047,3.9711711,4.24663,59.007,63.100002,0.18833016,-4.0930023
18,17049,4.328525,4.35431,64.316864,64.700005,0.16853337,-0.38314056
19,17051,4.171558,4.27355,61.984516,63.5,0.16612801,-1.5154839
20,17053,4.478928,4.48891,66.55168,66.700005,0.14567654,-0.14832306
21,17055,3.5486777,3.58709,52.729237,53.3,0.18446775,-0.57076263
22,17057,4.201467,4.40815,62.428932,65.5,0.15994944,-3.0710678
23,17059,4.1608615,4.20625,61.82558,62.500004,0.23570941,-0.6744232
24,17063,4.247334,4.00435,63.110462,59.500004,0.1480339,3.6104584
25,17067,4.494885,4.52929,66.78878,67.3,0.1532513,-0.51122284
26,17069,3.4818366,3.40538,51.736057,50.600002,0.26135066,1.136055
27,17071,4.412062,4.48218,65.55813,66.600006,0.1467216,-1.0418777
28,17073,4.412293,4.58313,65.56156,68.1,0.12985988,-2.538437
29,17075,4.2453637,3.89667,63.081184,57.9,0.14634287,5.181183
30,17077,3.695968,3.35827,54.9178,49.899998,0.19530416,5.017803
