FIPS,yield,pred,error,NAME,NAMELSAD
5001,59.8,58.62233,1.1776695,Arkansas,Arkansas County
5003,54.9,58.465652,-3.565651,Ashley,Ashley County
5017,52.0,56.0968,-4.0968018,Chicot,Chicot County
5021,50.8,52.274178,-1.4741783,Clay,Clay County
5029,37.0,41.052353,-4.052353,Conway,Conway County
5031,50.0,54.194168,-4.194168,Craighead,Craighead County
5037,53.3,57.000443,-3.7004433,Cross,Cross County
5041,59.5,60.9993,-1.4992981,Desha,Desha County
5043,56.9,57.39203,-0.49202728,Drew,Drew County
5045,43.2,38.935005,4.2649956,Faulkner,Faulkner County
5055,41.5,48.283936,-6.7839355,Greene,Greene County
5067,40.1,47.554077,-7.4540787,Jackson,Jackson County
5069,56.5,59.19506,-2.6950607,Jefferson,Jefferson County
5075,40.4,45.673935,-5.2739334,Lawrence,Lawrence County
5077,44.4,52.737755,-8.337753,Lee,Lee County
5079,55.4,61.131165,-5.731163,Lincoln,Lincoln County
5093,50.5,56.186844,-5.686844,Mississippi,Mississippi County
5095,47.3,52.405754,-5.105755,Monroe,Monroe County
5107,50.5,57.173233,-6.673233,Phillips,Phillips County
5111,56.4,56.322838,0.0771637,Poinsett,Poinsett County
5117,53.6,55.33097,-1.7309723,Prairie,Prairie County
5119,44.3,44.136192,0.16380692,Pulaski,Pulaski County
5123,46.2,52.49572,-6.295719,St. Francis,St. Francis County
5147,45.8,45.376846,0.42315292,Woodruff,Woodruff County
17001,59.3,55.30729,3.99271,Adams,Adams County
17005,67.0,56.580635,10.419365,Bond,Bond County
17007,60.3,57.633217,2.6667824,Boone,Boone County
17009,60.3,54.384506,5.915493,Brown,Brown County
17011,68.5,62.73713,5.762871,Bureau,Bureau County
17013,58.6,54.393288,4.206711,Calhoun,Calhoun County
17015,68.9,63.45881,5.4411926,Carroll,Carroll County
17017,71.9,61.638214,10.261787,Cass,Cass County
17019,67.9,67.99179,-0.091789246,Champaign,Champaign County
17021,73.6,68.46006,5.1399384,Christian,Christian County
17023,64.1,61.354492,2.7455063,Clark,Clark County
17025,58.5,56.085846,2.414154,Clay,Clay County
17027,60.1,55.962433,4.1375656,Clinton,Clinton County
17029,74.9,68.8852,6.014801,Coles,Coles County
17033,63.0,58.747925,4.252075,Crawford,Crawford County
17035,67.2,64.07377,3.1262283,Cumberland,Cumberland County
17037,61.1,60.570908,0.5290909,DeKalb,DeKalb County
17039,75.0,67.172295,7.8277054,De Witt,De Witt County
17041,78.1,69.37912,8.720879,Douglas,Douglas County
17045,69.5,68.11714,1.3828583,Edgar,Edgar County
17047,44.1,51.92092,-7.820923,Edwards,Edwards County
17049,72.1,62.753006,9.3469925,Effingham,Effingham County
17051,59.5,60.383423,-0.88342285,Fayette,Fayette County
17053,60.7,61.27755,-0.577549,Ford,Ford County
17055,47.5,51.019928,-3.519928,Franklin,Franklin County
17057,62.4,58.533913,3.8660889,Fulton,Fulton County
17059,50.0,55.64512,-5.6451187,Gallatin,Gallatin County
17061,70.1,61.0801,9.019897,Greene,Greene County
17063,58.5,58.833313,-0.333313,Grundy,Grundy County
17065,51.2,50.552635,0.64736557,Hamilton,Hamilton County
17067,69.8,59.33909,10.460915,Hancock,Hancock County
17069,43.3,45.09337,-1.7933693,Hardin,Hardin County
17071,60.2,59.13192,1.0680809,Henderson,Henderson County
17073,63.2,62.7975,0.40250015,Henry,Henry County
17075,55.3,60.014412,-4.7144127,Iroquois,Iroquois County
17077,48.9,50.872505,-1.9725037,Jackson,Jackson County
17079,60.7,61.3338,-0.6338005,Jasper,Jasper County
17081,51.4,49.316666,2.0833359,Jefferson,Jefferson County
17089,58.9,56.14814,2.7518616,Kane,Kane County
17091,54.2,52.58348,1.6165199,Kankakee,Kankakee County
17093,60.8,53.7815,7.0184975,Kendall,Kendall County
17095,64.1,62.55957,1.5404282,Knox,Knox County
17097,41.3,41.759483,-0.4594841,Lake,Lake County
17099,67.1,62.055077,5.044922,LaSalle,LaSalle County
17101,54.1,55.24745,-1.1474533,Lawrence,Lawrence County
17103,63.7,61.765144,1.9348564,Lee,Lee County
17105,61.0,60.007233,0.99276733,Livingston,Livingston County
17107,70.1,66.731285,3.3687134,Logan,Logan County
17109,69.3,61.66304,7.636963,McDonough,McDonough County
17111,58.9,53.173065,5.7269363,McHenry,McHenry County
17113,67.5,65.14535,2.3546524,McLean,McLean County
17115,75.2,69.49677,5.703224,Macon,Macon County
17117,69.7,63.351295,6.3487015,Macoupin,Macoupin County
17119,62.5,58.17965,4.3203506,Madison,Madison County
17121,60.5,56.361847,4.138153,Marion,Marion County
17123,65.5,63.870598,1.6294022,Marshall,Marshall County
17129,68.6,64.39399,4.206009,Menard,Menard County
17131,63.2,59.149643,4.050358,Mercer,Mercer County
17133,54.1,53.987236,0.11276245,Monroe,Monroe County
17135,73.0,64.331825,8.668175,Montgomery,Montgomery County
17137,79.8,63.75605,16.043953,Morgan,Morgan County
17139,75.9,69.95613,5.9438705,Moultrie,Moultrie County
17141,64.3,61.801453,2.4985504,Ogle,Ogle County
17143,66.6,60.045525,6.554474,Peoria,Peoria County
17145,52.5,50.405952,2.0940475,Perry,Perry County
17147,77.4,70.79521,6.6047897,Piatt,Piatt County
17149,61.2,54.67859,6.521412,Pike,Pike County
17153,48.2,49.137962,-0.9379616,Pulaski,Pulaski County
17157,52.1,52.864365,-0.76436615,Randolph,Randolph County
17159,56.3,56.518272,-0.21827316,Richland,Richland County
17161,60.5,57.592087,2.9079132,Rock Island,Rock Island County
17163,56.0,56.91265,-0.91265106,St. Clair,St. Clair County
17165,49.4,49.860718,-0.46071625,Saline,Saline County
17167,80.4,67.35378,13.046219,Sangamon,Sangamon County
17169,59.9,57.15827,2.7417297,Schuyler,Schuyler County
17173,70.4,65.204544,5.1954575,Shelby,Shelby County
17177,63.3,61.250076,2.049923,Stephenson,Stephenson County
17179,72.1,64.53409,7.5659103,Tazewell,Tazewell County
17183,71.7,66.63698,5.063019,Vermilion,Vermilion County
17187,67.5,62.257446,5.2425537,Warren,Warren County
17189,57.4,52.674957,4.7250443,Washington,Washington County
17191,52.9,53.883812,-0.9838104,Wayne,Wayne County
17193,53.0,53.923325,-0.9233246,White,White County
17195,62.7,60.720345,1.9796562,Whiteside,Whiteside County
17197,57.8,50.35768,7.442318,Will,Will County
17199,45.6,48.94912,-3.349121,Williamson,Williamson County
17201,56.4,56.58744,-0.18743896,Winnebago,Winnebago County
17203,64.7,63.64869,1.0513077,Woodford,Woodford County
18001,60.3,59.875587,0.42441177,Adams,Adams County
18003,58.2,55.826385,2.3736153,Allen,Allen County
18005,55.5,60.14904,-4.64904,Bartholomew,Bartholomew County
18007,66.5,64.31041,2.1895905,Benton,Benton County
18009,57.4,60.857735,-3.4577332,Blackford,Blackford County
18011,61.2,62.131493,-0.93149185,Boone,Boone County
18015,63.9,65.16743,-1.2674255,Carroll,Carroll County
18017,61.8,61.59787,0.20212936,Cass,Cass County
18019,49.8,53.863655,-4.063656,Clark,Clark County
18021,52.8,58.75924,-5.95924,Clay,Clay County
18023,65.2,64.70963,0.49036407,Clinton,Clinton County
18025,47.9,42.028343,5.8716583,Crawford,Crawford County
18027,54.3,56.23152,-1.9315224,Daviess,Daviess County
18029,54.1,53.062637,1.0373611,Dearborn,Dearborn County
18031,62.9,64.69996,-1.7999573,Decatur,Decatur County
18033,49.3,50.491104,-1.1911049,DeKalb,DeKalb County
18035,57.0,60.830986,-3.830986,Delaware,Delaware County
18037,59.0,56.313858,2.686142,Dubois,Dubois County
18039,57.6,53.854362,3.745636,Elkhart,Elkhart County
18041,57.0,62.15207,-5.152069,Fayette,Fayette County
18047,59.0,59.10311,-0.10311127,Franklin,Franklin County
18049,57.5,58.748817,-1.2488174,Fulton,Fulton County
18051,56.3,56.17012,0.129879,Gibson,Gibson County
18053,59.4,62.584854,-3.1848526,Grant,Grant County
18055,53.2,54.831947,-1.6319466,Greene,Greene County
18057,62.8,58.332184,4.4678154,Hamilton,Hamilton County
18059,57.1,60.683388,-3.5833893,Hancock,Hancock County
18061,51.6,52.55336,-0.9533615,Harrison,Harrison County
18063,60.2,61.310654,-1.1106529,Hendricks,Hendricks County
18065,56.9,60.682213,-3.7822113,Henry,Henry County
18067,62.5,65.59701,-3.0970078,Howard,Howard County
18069,58.5,61.096848,-2.5968475,Huntington,Huntington County
18071,51.2,55.694748,-4.494747,Jackson,Jackson County
18073,56.9,55.718407,1.1815948,Jasper,Jasper County
18075,59.5,59.842804,-0.34280396,Jay,Jay County
18077,48.3,52.248657,-3.948658,Jefferson,Jefferson County
18079,55.0,56.366898,-1.3668976,Jennings,Jennings County
18083,52.5,58.6185,-6.1184998,Knox,Knox County
18085,60.6,57.230774,3.3692245,Kosciusko,Kosciusko County
18087,52.9,51.407654,1.4923477,LaGrange,LaGrange County
18089,55.7,52.621002,3.0789986,Lake,Lake County
18091,58.3,56.346756,1.9532433,LaPorte,LaPorte County
18093,52.5,49.901367,2.5986328,Lawrence,Lawrence County
18095,60.5,62.084633,-1.5846329,Madison,Madison County
18099,53.3,55.790726,-2.4907265,Marshall,Marshall County
18103,55.0,60.233734,-5.233734,Miami,Miami County
18105,44.7,50.61683,-5.916828,Monroe,Monroe County
18107,63.8,64.08073,-0.2807274,Montgomery,Montgomery County
18109,56.9,60.775208,-3.875206,Morgan,Morgan County
18111,59.0,59.08899,-0.08898926,Newton,Newton County
18113,51.6,52.52147,-0.92147064,Noble,Noble County
18115,50.0,53.449684,-3.4496841,Ohio,Ohio County
18117,55.8,57.610588,-1.8105888,Orange,Orange County
18121,56.5,58.902817,-2.4028168,Parke,Parke County
18123,45.0,49.334694,-4.334694,Perry,Perry County
18127,59.7,55.92605,3.7739525,Porter,Porter County
18129,54.4,57.64988,-3.249878,Posey,Posey County
18131,54.5,53.365913,1.1340866,Pulaski,Pulaski County
18133,57.4,61.18235,-3.7823486,Putnam,Putnam County
18135,58.2,62.158875,-3.9588737,Randolph,Randolph County
18137,51.1,56.388023,-5.288025,Ripley,Ripley County
18139,57.9,65.604515,-7.7045135,Rush,Rush County
18141,54.4,53.09018,1.3098221,St. Joseph,St. Joseph County
18143,49.6,54.29982,-4.6998215,Scott,Scott County
18145,56.0,64.66524,-8.665237,Shelby,Shelby County
18147,51.1,56.546494,-5.446495,Spencer,Spencer County
18149,53.8,51.642395,2.1576042,Starke,Starke County
18151,46.9,48.100853,-1.2008514,Steuben,Steuben County
18153,55.5,58.328987,-2.8289871,Sullivan,Sullivan County
18155,47.6,52.541824,-4.941826,Switzerland,Switzerland County
18157,63.2,60.183784,3.0162163,Tippecanoe,Tippecanoe County
18161,59.8,62.639595,-2.8395958,Union,Union County
18163,55.5,58.632843,-3.132843,Vanderburgh,Vanderburgh County
18165,60.3,62.457405,-2.1574059,Vermillion,Vermillion County
18167,51.5,55.591217,-4.091217,Vigo,Vigo County
18169,59.2,60.628227,-1.4282265,Wabash,Wabash County
18171,66.5,63.55957,2.9404297,Warren,Warren County
18173,49.8,53.283554,-3.4835548,Warrick,Warrick County
18175,52.3,53.659027,-1.3590279,Washington,Washington County
18177,59.2,60.340652,-1.1406517,Wayne,Wayne County
18179,61.0,61.894196,-0.89419556,Wells,Wells County
18181,60.4,60.769463,-0.36946106,White,White County
18183,54.7,58.566,-3.8660011,Whitley,Whitley County
19001,50.1,47.062958,3.0370407,Adair,Adair County
19003,53.2,50.410057,2.7899437,Adams,Adams County
19005,52.8,53.11013,-0.31013107,Allamakee,Allamakee County
19007,45.1,44.04956,1.0504379,Appanoose,Appanoose County
19009,52.3,56.15975,-3.8597527,Audubon,Audubon County
19011,61.0,62.84414,-1.8441391,Benton,Benton County
19013,58.4,60.79899,-2.3989868,Black Hawk,Black Hawk County
19015,54.6,55.307755,-0.70775604,Boone,Boone County
19017,57.3,58.69451,-1.3945122,Bremer,Bremer County
19019,57.2,60.94169,-3.7416878,Buchanan,Buchanan County
19021,55.5,57.46514,-1.9651413,Buena Vista,Buena Vista County
19023,56.1,59.911903,-3.811905,Butler,Butler County
19025,53.1,56.10076,-3.000763,Calhoun,Calhoun County
19027,59.0,59.850403,-0.85040283,Carroll,Carroll County
19029,52.6,54.27362,-1.6736221,Cass,Cass County
19031,63.3,60.50757,2.7924309,Cedar,Cedar County
19033,51.7,53.44899,-1.7489891,Cerro Gordo,Cerro Gordo County
19035,64.3,62.59796,1.7020416,Cherokee,Cherokee County
19037,53.2,53.567406,-0.36740494,Chickasaw,Chickasaw County
19039,47.9,38.93258,8.9674225,Clarke,Clarke County
19041,52.6,52.9533,-0.353302,Clay,Clay County
19043,58.8,59.187157,-0.38715744,Clayton,Clayton County
19045,58.3,61.094376,-2.7943764,Clinton,Clinton County
19047,61.7,61.283066,0.41693497,Crawford,Crawford County
19049,52.8,51.126976,1.6730232,Dallas,Dallas County
19051,50.2,45.03311,5.166889,Davis,Davis County
19053,48.0,43.863647,4.1363525,Decatur,Decatur County
19055,63.9,61.514297,2.385704,Delaware,Delaware County
19057,63.8,57.54619,6.253811,Des Moines,Des Moines County
19059,49.8,50.59143,-0.7914314,Dickinson,Dickinson County
19061,62.0,60.192207,1.8077927,Dubuque,Dubuque County
19063,46.7,51.443176,-4.7431755,Emmet,Emmet County
19065,56.5,58.225883,-1.7258835,Fayette,Fayette County
19067,49.8,53.64966,-3.849659,Floyd,Floyd County
19069,58.5,58.569542,-0.06954193,Franklin,Franklin County
19071,50.6,58.356506,-7.756508,Fremont,Fremont County
19073,55.5,56.590736,-1.0907364,Greene,Greene County
19075,61.9,64.27014,-2.37014,Grundy,Grundy County
19077,52.0,52.45826,-0.45825958,Guthrie,Guthrie County
19079,49.9,56.521515,-6.6215134,Hamilton,Hamilton County
19081,53.2,55.25183,-2.0518303,Hancock,Hancock County
19083,59.3,60.614037,-1.3140373,Hardin,Hardin County
19085,52.6,55.824783,-3.2247849,Harrison,Harrison County
19087,62.3,56.645798,5.6542015,Henry,Henry County
19089,53.7,53.40412,0.29587936,Howard,Howard County
19091,50.4,53.977333,-3.5773315,Humboldt,Humboldt County
19093,63.8,62.852516,0.94748306,Ida,Ida County
19095,56.0,58.95276,-2.9527588,Iowa,Iowa County
19097,58.1,58.851715,-0.7517166,Jackson,Jackson County
19099,60.7,58.832573,1.8674278,Jasper,Jasper County
19101,62.0,52.79959,9.200409,Jefferson,Jefferson County
19103,59.9,56.572105,3.327896,Johnson,Johnson County
19105,60.1,60.95877,-0.8587723,Jones,Jones County
19107,57.7,56.854843,0.8451576,Keokuk,Keokuk County
19109,54.2,54.60134,-0.40134048,Kossuth,Kossuth County
19111,64.7,54.306892,10.393105,Lee,Lee County
19113,57.7,60.264305,-2.5643044,Linn,Linn County
19115,58.1,55.972023,2.1279755,Louisa,Louisa County
19117,41.5,39.967613,1.5323868,Lucas,Lucas County
19119,60.6,60.42302,0.17697906,Lyon,Lyon County
19121,50.9,45.42891,5.471092,Madison,Madison County
19123,59.7,56.13806,3.5619392,Mahaska,Mahaska County
19125,58.3,48.64028,9.659718,Marion,Marion County
19127,61.9,62.22428,-0.3242798,Marshall,Marshall County
19131,55.6,53.752747,1.8472519,Mitchell,Mitchell County
19133,55.3,58.15664,-2.8566399,Monona,Monona County
19135,50.4,41.46734,8.932663,Monroe,Monroe County
19137,51.8,56.046837,-4.2468376,Montgomery,Montgomery County
19139,61.7,58.477158,3.2228432,Muscatine,Muscatine County
19141,59.9,59.870438,0.029563904,O'Brien,O'Brien County
