FIPS,yield,pred,error,NAME,NAMELSAD
5001,193.0,207.3756,-14.375595,Arkansas,Arkansas County
5003,166.0,197.26434,-31.264343,Ashley,Ashley County
5017,176.1,195.7774,-19.677399,Chicot,Chicot County
5021,178.3,201.85324,-23.553238,Clay,Clay County
5031,191.9,204.57794,-12.677948,Craighead,Craighead County
5035,165.1,198.5187,-33.4187,Crittenden,Crittenden County
5041,181.8,210.03273,-28.232727,Desha,Desha County
5043,187.1,202.40112,-15.301117,Drew,Drew County
5055,182.3,195.95874,-13.658737,Greene,Greene County
5063,159.9,182.68996,-22.789963,Independence,Independence County
5067,178.1,192.31305,-14.213043,Jackson,Jackson County
5069,180.8,201.73167,-20.931671,Jefferson,Jefferson County
5073,148.4,157.35507,-8.955078,Lafayette,Lafayette County
5075,179.9,189.97774,-10.077744,Lawrence,Lawrence County
5079,188.2,207.67702,-19.47702,Lincoln,Lincoln County
5085,178.7,204.38904,-25.689041,Lonoke,Lonoke County
5093,137.7,205.24695,-67.54695,Mississippi,Mississippi County
5095,169.6,196.99052,-27.390518,Monroe,Monroe County
5107,160.3,202.46342,-42.16342,Phillips,Phillips County
5111,186.4,209.9651,-23.56511,Poinsett,Poinsett County
5117,173.4,202.39313,-28.993134,Prairie,Prairie County
5121,186.3,190.73195,-4.431946,Randolph,Randolph County
5123,172.8,198.83862,-26.03862,St. Francis,St. Francis County
5145,177.0,198.71422,-21.714218,White,White County
5147,162.3,191.85149,-29.551483,Woodruff,Woodruff County
17001,168.1,194.50333,-26.40332,Adams,Adams County
17003,144.2,183.00386,-38.803864,Alexander,Alexander County
17005,183.8,170.16475,13.635254,Bond,Bond County
17007,179.0,194.03159,-15.031586,Boone,Boone County
17011,179.9,202.8615,-22.961502,Bureau,Bureau County
17013,170.9,184.30048,-13.400482,Calhoun,Calhoun County
17015,206.1,211.22615,-5.1261444,Carroll,Carroll County
17017,205.6,207.71582,-2.1158142,Cass,Cass County
17019,180.8,212.57262,-31.772614,Champaign,Champaign County
17021,198.7,212.99013,-14.290131,Christian,Christian County
17025,140.5,181.11401,-40.614014,Clay,Clay County
17027,181.9,191.6688,-9.768799,Clinton,Clinton County
17029,184.0,214.9172,-30.917206,Coles,Coles County
17031,174.0,159.24232,14.757675,Cook,Cook County
17033,146.3,191.1614,-44.861404,Crawford,Crawford County
17035,161.6,196.52208,-34.922073,Cumberland,Cumberland County
