,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,13.940926,13.51384,207.146,200.8,0.57090634,6.345993,"Adams County, IL"
1,17003,11.427475,10.91606,169.79904,162.20001,1.1122822,7.5990295,"Alexander County, IL"
2,17005,13.650078,13.31194,202.82434,197.8,0.5617964,5.024338,"Bond County, IL"
3,17007,13.87595,14.07916,206.18054,209.2,0.54004395,-3.019455,"Boone County, IL"
4,17009,13.529835,13.56095,201.03766,201.5,0.6558333,-0.4623413,"Brown County, IL"
5,17011,15.134949,15.14923,224.8878,225.1,0.48971403,-0.21220398,"Bureau County, IL"
6,17013,13.019313,12.50434,193.4519,185.8,0.7014942,7.6519012,"Calhoun County, IL"
7,17015,15.06669,15.35786,223.87357,228.2,0.5226244,-4.3264313,"Carroll County, IL"
8,17017,14.980773,14.46277,222.59692,214.90001,0.6526255,7.6969147,"Cass County, IL"
9,17019,14.450478,14.74543,214.71735,219.1,0.612552,-4.38266,"Champaign County, IL"
10,17021,15.518088,15.20307,230.58081,225.9,0.518358,4.6808167,"Christian County, IL"
11,17023,13.689262,13.93783,203.40657,207.1,0.7217521,-3.6934357,"Clark County, IL"
12,17025,12.3297825,13.70901,183.20628,203.7,0.73419136,-20.493713,"Clay County, IL"
13,17027,13.067932,13.22445,194.17433,196.5,0.6679782,-2.3256683,"Clinton County, IL"
14,17033,13.35034,14.30798,198.37057,212.59999,0.74933016,-14.229416,"Crawford County, IL"
15,17035,13.53678,14.96752,201.14087,222.4,0.6557119,-21.259125,"Cumberland County, IL"
16,17037,14.224534,15.08193,211.36009,224.1,0.4721963,-12.739914,"DeKalb County, IL"
17,17039,15.075369,15.67417,224.00252,232.9,0.5357564,-8.897476,"De Witt County, IL"
18,17041,14.303818,14.133,212.53816,210.00002,0.6396928,2.538147,"Douglas County, IL"
19,17043,11.607826,12.43031,172.47885,184.70001,1.0931602,-12.221161,"DuPage County, IL"
20,17045,14.619663,14.26087,217.23125,211.90001,0.6625179,5.331238,"Edgar County, IL"
21,17047,12.6930685,12.08035,188.6043,179.5,0.80121785,9.104294,"Edwards County, IL"
22,17049,13.554006,14.86657,201.39682,220.90001,0.62670916,-19.50319,"Effingham County, IL"
23,17053,14.629143,14.97425,217.37212,222.5,0.6007753,-5.127884,"Ford County, IL"
24,17055,11.546473,11.85153,171.5672,176.1,0.90535635,-4.5328064,"Franklin County, IL"
25,17057,14.316309,14.30125,212.72375,212.50002,0.6041711,0.22373962,"Fulton County, IL"
26,17059,13.889954,12.29571,206.38861,182.7,0.83849376,23.688614,"Gallatin County, IL"
27,17061,13.963466,13.95802,207.48091,207.40001,0.59119356,0.0809021,"Greene County, IL"
28,17063,14.611,14.49642,217.10252,215.4,0.56689095,1.7025299,"Grundy County, IL"
29,17065,12.828899,11.52176,190.62257,171.2,0.8515534,19.422577,"Hamilton County, IL"
30,17067,14.674887,14.41566,218.0518,214.2,0.5747914,3.8518066,"Hancock County, IL"
31,17071,14.866771,14.81946,220.90298,220.2,0.59821385,0.7029877,"Henderson County, IL"
32,17073,15.004339,15.60687,222.9471,231.9,0.5192755,-8.952896,"Henry County, IL"
33,17075,14.448843,14.29452,214.69307,212.40001,0.61183995,2.2930603,"Iroquois County, IL"
34,17077,11.081992,11.77077,164.66556,174.90001,0.8720566,-10.234451,"Jackson County, IL"
35,17079,13.266657,13.70228,197.12715,203.6,0.6512842,-6.4728546,"Jasper County, IL"
36,17081,11.501167,10.92952,170.89401,162.4,0.8990033,8.494019,"Jefferson County, IL"
37,17083,13.208456,13.87053,196.26234,206.1,0.6305216,-9.837662,"Jersey County, IL"
38,17085,13.94922,14.18684,207.26924,210.8,0.56094295,-3.5307617,"Jo Daviess County, IL"
39,17087,11.811348,11.3064,175.50294,168.0,1.0472162,7.502945,"Johnson County, IL"
40,17089,13.465455,14.4695,200.08105,215.0,0.57762456,-14.918945,"Kane County, IL"
41,17091,14.183777,14.09935,210.75449,209.5,0.62257916,1.2544861,"Kankakee County, IL"
42,17093,14.1028595,14.89349,209.55215,221.3,0.5481318,-11.7478485,"Kendall County, IL"
43,17095,15.246431,15.4117,226.5443,229.0,0.53793746,-2.4557037,"Knox County, IL"
44,17097,11.208256,12.72643,166.54169,189.1,0.88599396,-22.55832,"Lake County, IL"
45,17099,14.735782,14.806,218.95663,220.0,0.5103759,-1.0433655,"LaSalle County, IL"
46,17101,12.661149,12.92833,188.13,192.1,0.7750899,-3.9700012,"Lawrence County, IL"
47,17103,14.615583,15.10212,217.17064,224.40001,0.50663126,-7.22937,"Lee County, IL"
48,17105,15.109272,14.36182,224.50627,213.40001,0.55922973,11.106262,"Livingston County, IL"
49,17107,15.801531,15.41843,234.79243,229.1,0.514532,5.6924286,"Logan County, IL"
