,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,15.201923,0.0,225.88297,0.0,0.41412067,225.88297
1,17003,11.695087,0.0,173.77545,0.0,0.65059364,173.77545
2,17005,13.161417,0.0,195.5634,0.0,0.53543186,195.5634
3,17007,14.984217,0.0,222.6481,0.0,0.47984588,222.6481
4,17009,14.877838,0.0,221.06743,0.0,0.43381566,221.06743
5,17011,16.199255,0.0,240.70216,0.0,0.4120983,240.70216
6,17013,14.134742,0.0,210.02588,0.0,0.4369006,210.02588
7,17015,16.122335,0.0,239.55922,0.0,0.41106203,239.55922
8,17017,15.309746,0.0,227.48508,0.0,0.44692668,227.48508
9,17019,15.2981415,0.0,227.31265,0.0,0.46603042,227.31265
10,17021,15.641706,0.0,232.41763,0.0,0.42501098,232.41763
11,17023,13.696304,0.0,203.51122,0.0,0.5221437,203.51122
12,17025,11.879156,0.0,176.5105,0.0,0.62368137,176.5105
13,17027,12.423041,0.0,184.592,0.0,0.6057053,184.592
14,17029,15.360846,0.0,228.24437,0.0,0.4537275,228.24437
15,17031,11.628178,0.0,172.78125,0.0,1.0536445,172.78125
16,17033,12.732807,0.0,189.19476,0.0,0.56995505,189.19476
17,17035,14.017771,0.0,208.28783,0.0,0.5058287,208.28783
18,17037,15.127481,0.0,224.77684,0.0,0.47060177,224.77684
19,17039,15.68532,0.0,233.06567,0.0,0.4394283,233.06567
20,17041,15.337778,0.0,227.90161,0.0,0.4746972,227.90161
21,17043,12.929146,0.0,192.11212,0.0,0.7622462,192.11212
22,17045,15.399492,0.0,228.8186,0.0,0.4784655,228.8186
23,17047,11.331846,0.0,168.3781,0.0,0.7330661,168.3781
24,17049,13.768476,0.0,204.58359,0.0,0.5148755,204.58359
25,17051,13.17834,0.0,195.81487,0.0,0.5258186,195.81487
26,17053,14.873735,0.0,221.00647,0.0,0.472169,221.00647
27,17055,10.300818,0.0,153.05823,0.0,0.8697402,153.05823
28,17057,15.28158,0.0,227.06657,0.0,0.4459476,227.06657
29,17059,12.333187,0.0,183.25687,0.0,0.61699045,183.25687
30,17061,15.326525,0.0,227.73439,0.0,0.409562,227.73439
31,17063,15.011009,0.0,223.0462,0.0,0.5054939,223.0462
32,17065,11.508537,0.0,171.00352,0.0,0.6863037,171.00352
33,17067,16.054155,0.0,238.54614,0.0,0.39557624,238.54614
34,17069,11.045462,0.0,164.12276,0.0,0.71928066,164.12276
35,17071,16.144156,0.0,239.88344,0.0,0.41043308,239.88344
36,17073,16.064846,0.0,238.705,0.0,0.38785273,238.705
37,17075,15.196236,0.0,225.79845,0.0,0.4576876,225.79845
38,17077,10.677067,0.0,158.64883,0.0,0.73252213,158.64883
39,17079,12.918512,0.0,191.95412,0.0,0.5380714,191.95412
40,17081,10.745759,0.0,159.66953,0.0,0.7539179,159.66953
41,17083,14.627769,0.0,217.3517,0.0,0.40356144,217.3517
42,17085,15.169363,0.0,225.39915,0.0,0.50051,225.39915
43,17087,10.7375765,0.0,159.54794,0.0,0.76995283,159.54794
44,17089,14.653347,0.0,217.73175,0.0,0.5391822,217.73175
45,17091,14.733874,0.0,218.9283,0.0,0.55204535,218.9283
46,17093,14.932665,0.0,221.8821,0.0,0.50329596,221.8821
47,17095,16.079334,0.0,238.92027,0.0,0.39509502,238.92027
48,17097,12.368586,0.0,183.78285,0.0,0.8474452,183.78285
49,17099,15.575205,0.0,231.42949,0.0,0.41928563,231.42949
50,17101,12.663964,0.0,188.17183,0.0,0.5747191,188.17183
51,17103,15.817131,0.0,235.02423,0.0,0.41367173,235.02423
52,17105,15.416624,0.0,229.07317,0.0,0.4532757,229.07317
53,17107,15.897709,0.0,236.22153,0.0,0.4252951,236.22153
54,17109,16.329142,0.0,242.63213,0.0,0.4034994,242.63213
55,17111,14.175089,0.0,210.6254,0.0,0.5614875,210.6254
56,17113,15.62487,0.0,232.16747,0.0,0.43920422,232.16747
57,17115,15.65827,0.0,232.66374,0.0,0.41871127,232.66374
58,17117,14.746683,0.0,219.11862,0.0,0.4314717,219.11862
59,17119,13.663162,0.0,203.01875,0.0,0.52904767,203.01875
60,17121,11.764689,0.0,174.80965,0.0,0.63875693,174.80965
61,17123,15.982574,0.0,237.48253,0.0,0.3972697,237.48253
62,17125,14.823469,0.0,220.25957,0.0,0.52786577,220.25957
63,17127,10.781271,0.0,160.19719,0.0,0.7465179,160.19719
64,17129,15.835833,0.0,235.30212,0.0,0.43658298,235.30212
65,17131,16.279642,0.0,241.89662,0.0,0.38375384,241.89662
66,17133,12.347927,0.0,183.47589,0.0,0.55939925,183.47589
67,17135,14.642504,0.0,217.57063,0.0,0.43428713,217.57063
68,17137,15.523016,0.0,230.65402,0.0,0.42947987,230.65402
69,17139,15.212557,0.0,226.04097,0.0,0.46517882,226.04097
70,17141,15.734753,0.0,233.80019,0.0,0.41571602,233.80019
71,17143,15.575317,0.0,231.43117,0.0,0.45698237,231.43117
72,17145,10.435769,0.0,155.06343,0.0,0.7688984,155.06343
73,17147,15.793077,0.0,234.66682,0.0,0.4351502,234.66682
74,17149,15.109512,0.0,224.50984,0.0,0.41442648,224.50984
75,17151,10.575207,0.0,157.13531,0.0,0.7850195,157.13531
76,17153,11.461647,0.0,170.3068,0.0,0.636856,170.3068
77,17155,15.342539,0.0,227.97235,0.0,0.4408706,227.97235
78,17157,11.584299,0.0,172.12926,0.0,0.60137755,172.12926
79,17159,12.0971775,0.0,179.75005,0.0,0.59183645,179.75005
80,17161,15.58688,0.0,231.60297,0.0,0.43564388,231.60297
81,17163,12.602398,0.0,187.25703,0.0,0.62276244,187.25703
82,17165,11.384659,0.0,169.16284,0.0,0.6650683,169.16284
83,17167,15.662762,0.0,232.73048,0.0,0.44087398,232.73048
84,17169,15.034569,0.0,223.39627,0.0,0.45343655,223.39627
85,17171,15.197634,0.0,225.81923,0.0,0.4177993,225.81923
86,17173,14.4187975,0.0,214.24663,0.0,0.47354227,214.24663
87,17175,16.755835,0.0,248.97229,0.0,0.3788689,248.97229
88,17177,15.529446,0.0,230.74957,0.0,0.45267785,230.74957
89,17179,15.388788,0.0,228.65956,0.0,0.4780629,228.65956
90,17181,11.198919,0.0,166.40297,0.0,0.70995903,166.40297
91,17183,14.890106,0.0,221.24973,0.0,0.47498232,221.24973
92,17185,12.741304,0.0,189.32101,0.0,0.5632216,189.32101
93,17187,16.542082,0.0,245.79617,0.0,0.36160684,245.79617
94,17189,11.830593,0.0,175.78891,0.0,0.65118086,175.78891
95,17191,11.377155,0.0,169.05135,0.0,0.7166592,169.05135
96,17193,11.7627125,0.0,174.78027,0.0,0.6700595,174.78027
97,17195,15.730417,0.0,233.73578,0.0,0.42894986,233.73578
98,17197,13.776146,0.0,204.69757,0.0,0.6569702,204.69757
99,17199,9.71256,0.0,144.31738,0.0,0.8647985,144.31738
100,17201,14.782177,0.0,219.64603,0.0,0.49424335,219.64603
101,17203,15.78447,0.0,234.53893,0.0,0.41786176,234.53893
102,18001,13.021534,0.0,193.48491,0.0,0.5574479,193.48491
103,18003,12.312746,0.0,182.95314,0.0,0.6449252,182.95314
104,18005,13.039672,0.0,193.75441,0.0,0.5187737,193.75441
105,18007,15.725603,0.0,233.66425,0.0,0.45580903,233.66425
106,18009,12.970889,0.0,192.73238,0.0,0.5127462,192.73238
107,18011,13.996719,0.0,207.97504,0.0,0.47855943,207.97504
108,18013,10.257025,0.0,152.4075,0.0,0.97486585,152.4075
109,18015,15.213764,0.0,226.0589,0.0,0.4805893,226.0589
110,18017,14.349193,0.0,213.21237,0.0,0.5495517,213.21237
111,18019,12.129863,0.0,180.2357,0.0,0.67339337,180.2357
112,18021,12.9905815,0.0,193.025,0.0,0.53701925,193.025
113,18023,14.127342,0.0,209.91594,0.0,0.46820816,209.91594
114,18025,10.194871,0.0,151.48396,0.0,0.9348016,151.48396
115,18027,13.38207,0.0,198.84204,0.0,0.561396,198.84204
116,18029,11.025173,0.0,163.8213,0.0,0.6961519,163.8213
117,18031,13.57641,0.0,201.72972,0.0,0.52158105,201.72972
118,18033,11.5583515,0.0,171.74371,0.0,0.643696,171.74371
119,18035,13.460293,0.0,200.00435,0.0,0.49770805,200.00435
120,18037,12.720083,0.0,189.00569,0.0,0.6038672,189.00569
121,18039,13.203493,0.0,196.18861,0.0,0.6756668,196.18861
122,18041,13.5166645,0.0,200.84196,0.0,0.5199934,200.84196
123,18043,11.947916,0.0,177.53218,0.0,0.73385584,177.53218
124,18045,14.7286625,0.0,218.85086,0.0,0.47430325,218.85086
125,18047,12.509859,0.0,185.882,0.0,0.56129336,185.882
126,18049,14.145608,0.0,210.18735,0.0,0.6042967,210.18735
127,18051,12.992662,0.0,193.05591,0.0,0.6065017,193.05591
128,18053,14.350794,0.0,213.23616,0.0,0.42860964,213.23616
129,18055,12.413113,0.0,184.44447,0.0,0.5787056,184.44447
