,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,10.750272,12.93506,159.73659,192.2,1.0265738,-32.46341
1,17003,9.460484,10.72762,140.57182,159.40001,1.311922,-18.828186
2,17005,9.173934,11.48811,136.31403,170.7,1.2550564,-34.38597
3,17007,13.51957,12.78027,200.88515,189.9,0.67198217,10.985153
4,17009,10.667379,12.69951,158.5049,188.7,1.0816019,-30.195099
5,17011,13.090916,14.49642,194.51584,215.4,0.74865395,-20.884155
6,17013,9.673727,10.4988,143.74037,156.0,1.1622301,-12.259628
7,17015,13.505336,16.0174,200.67365,238.00002,0.6921382,-37.32637
8,17017,12.040581,13.10331,178.90907,194.7,0.93494874,-15.790924
9,17019,12.732262,13.91764,189.18666,206.8,0.88487756,-17.613342
10,17021,12.443953,14.806,184.90271,220.0,0.8583387,-35.09729
11,17023,10.276709,12.51107,152.69998,185.90001,1.10166,-33.200027
12,17025,10.127449,8.04908,150.48216,119.6,1.1525525,30.882164
13,17027,9.747638,10.59975,144.83861,157.5,1.2587227,-12.661392
14,17029,11.433583,14.01859,169.8898,208.3,1.0064975,-38.410202
15,17033,9.370739,11.60925,139.23833,172.5,1.210493,-33.261673
16,17035,10.326307,12.19476,153.43697,181.20001,1.1239052,-27.763046
17,17037,13.275513,13.73593,197.25873,204.1,0.68617404,-6.841278
18,17039,13.520755,13.53403,200.90276,201.1,0.8449151,-0.19725037
19,17041,12.635273,14.26087,187.74551,211.90001,0.8978255,-24.154495
20,17045,11.979191,13.89072,177.99689,206.40001,0.9338368,-28.403122
21,17047,9.056631,11.53522,134.57104,171.40001,1.2664137,-36.828964
22,17049,10.228796,12.70624,151.98805,188.8,1.1127453,-36.81195
23,17051,9.974045,11.46119,148.20274,170.3,1.1365945,-22.09726
24,17053,12.068176,14.29452,179.3191,212.40001,0.9636027,-33.080902
