,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,3.9970598,3.76207,59.391678,55.9,0.1917596,3.4916763
1,17003,2.8464484,2.84679,42.294926,42.300003,0.16693489,-0.005077362
2,17005,3.8231487,3.66785,56.80756,54.5,0.1392413,2.30756
3,17007,3.4347792,3.19002,51.03684,47.4,0.1235726,3.636837
4,17009,3.8615098,3.84283,57.37756,57.1,0.17399766,0.2775612
5,17011,4.20928,3.97743,62.545025,59.100002,0.12581863,3.4450226
6,17013,3.903088,3.60728,57.995365,53.600002,0.16303001,4.395363
7,17015,4.2610197,4.32739,63.313816,64.3,0.12537362,-0.986187
8,17017,3.893663,4.23317,57.85532,62.9,0.19654098,-5.0446815
9,17019,4.1052713,4.32739,60.999577,64.3,0.15462747,-3.3004265
10,17021,4.2105627,4.41488,62.564083,65.6,0.14848469,-3.0359154
11,17023,3.8297567,3.80245,56.905746,56.5,0.15438944,0.40574646
12,17025,2.9993749,2.98139,44.567234,44.3,0.16158849,0.2672348
13,17027,3.4007354,3.41884,50.530987,50.8,0.14207205,-0.26901245
14,17029,4.098049,4.32739,60.89226,64.3,0.15669711,-3.4077415
15,17033,3.6399384,3.54671,54.085266,52.7,0.16065393,1.3852654
16,17035,3.7345319,3.64093,55.490814,54.1,0.14254288,1.3908157
17,17037,3.8547306,3.60728,57.27683,53.600002,0.11332513,3.6768265
18,17039,4.0922155,4.43507,60.80558,65.9,0.15534118,-5.0944214
19,17041,3.9861503,4.28701,59.229572,63.700005,0.15050405,-4.4704323
20,17045,4.075018,4.35431,60.550045,64.700005,0.15925871,-4.1499596
21,17047,3.3313575,3.74188,49.50011,55.6,0.17045152,-6.099888
22,17049,3.6888628,3.72169,54.812225,55.3,0.15321174,-0.4877739
23,17051,3.6838045,3.60055,54.737064,53.5,0.14879924,1.2370644
24,17053,3.9615927,4.19952,58.864677,62.4,0.1383033,-3.535324
25,17055,3.0279417,3.12272,44.991703,46.4,0.1531975,-1.4082985
26,17057,3.9338236,4.04473,58.45206,60.100002,0.15993175,-1.6479416
27,17059,3.5126066,3.66785,52.193264,54.5,0.14608373,-2.306736
28,17061,4.049728,4.30047,60.174263,63.899998,0.15729663,-3.7257347
29,17063,3.843357,3.85629,57.107834,57.300003,0.1274877,-0.19216919
30,17065,3.2917018,3.45249,48.910873,51.300003,0.15962632,-2.3891296
31,17067,4.2764435,4.44853,63.542995,66.100006,0.17785098,-2.5570107
32,17071,4.2237334,4.14568,62.759785,61.6,0.16005927,1.1597862
33,17073,4.2044063,3.96397,62.472607,58.9,0.13060705,3.5726051
34,17075,3.7687244,3.84283,55.99888,57.1,0.12250332,-1.10112
35,17077,3.1319752,3.37173,46.53752,50.100002,0.16189478,-3.562481
36,17079,3.5993896,3.67458,53.482758,54.600002,0.15267983,-1.1172447
37,17081,2.9528418,2.75257,43.875805,40.899998,0.15720603,2.9758072
38,17083,3.9821548,3.82937,59.170208,56.9,0.1497772,2.2702065
39,17085,3.7928948,3.59382,56.35802,53.4,0.13240391,2.9580193
40,17087,2.8960915,3.2304,43.032562,48.0,0.20195435,-4.9674377
41,17089,3.7457833,3.60728,55.658,53.600002,0.13200894,2.0579987
42,17091,3.6369843,3.51306,54.041374,52.2,0.13546248,1.8413734
43,17093,3.6219683,3.96397,53.818253,58.9,0.12018463,-5.081749
44,17095,4.2992024,4.28701,63.881165,63.700005,0.14429195,0.18115997
45,17099,3.9160118,4.09184,58.187397,60.8,0.11814599,-2.6126022
46,17101,3.2412395,3.4323,48.161064,51.0,0.17528827,-2.8389359
47,17103,3.9295506,3.99762,58.38857,59.4,0.11991056,-1.0114326
48,17105,3.9337664,3.95724,58.45121,58.800003,0.13837162,-0.34879303
49,17107,4.20209,4.35431,62.438183,64.700005,0.1534491,-2.2618217
50,17109,4.286035,4.35431,63.685513,64.700005,0.15947834,-1.014492
51,17111,3.3569026,3.17656,49.87968,47.2,0.13774331,2.6796799
52,17113,4.255794,4.49564,63.236168,66.799995,0.15648066,-3.5638275
53,17115,4.0563364,4.45526,60.272457,66.2,0.14290324,-5.92754
54,17117,4.149097,4.12549,61.650772,61.300003,0.13849692,0.35076904
55,17119,3.9314013,3.81591,58.416065,56.7,0.14545238,1.7160645
56,17121,3.3763638,3.08907,50.168854,45.9,0.1462272,4.268852
57,17123,4.003984,4.04473,59.49456,60.100002,0.13622016,-0.60544205
58,17125,3.8680549,4.17933,57.47481,62.1,0.19620404,-4.625187
59,17129,4.089753,4.30047,60.768993,63.899998,0.15481208,-3.1310043
60,17131,4.2889485,4.038,63.728806,60.000004,0.1475756,3.7288017
61,17133,3.1866,2.92082,47.349182,43.4,0.16846268,3.9491806
62,17135,4.097374,4.16587,60.88223,61.900005,0.13727245,-1.0177765
63,17137,4.0448933,4.05146,60.10243,60.199997,0.17289096,-0.09756851
64,17139,4.0387697,4.46872,60.011436,66.4,0.15303627,-6.388565
65,17141,3.8770285,3.7015,57.60815,55.0,0.11872381,2.6081505
66,17143,4.1238675,4.30047,61.275894,63.899998,0.16113372,-2.6241035
67,17145,2.8989475,2.87371,43.075,42.7,0.14862345,0.375
68,17147,4.147021,4.67062,61.619923,69.4,0.14747089,-7.780079
69,17149,4.0591187,3.88321,60.3138,57.7,0.19727984,2.6138
70,17151,2.8851423,3.00158,42.869873,44.600002,0.19350815,-1.7301292
71,17153,3.226886,2.99485,47.94779,44.5,0.15088345,3.4477882
72,17155,3.9630394,3.84956,58.886173,57.2,0.1306701,1.6861725
73,17157,2.915719,2.98812,43.324207,44.4,0.16100016,-1.0757942
74,17159,3.1383185,3.28424,46.631775,48.8,0.17705163,-2.1682243
75,17161,3.9931564,3.94378,59.333675,58.6,0.13882253,0.7336769
76,17163,3.5102367,3.42557,52.15805,50.9,0.18315792,1.258049
77,17165,3.1998973,3.35827,47.546764,49.899998,0.17295945,-2.3532333
78,17167,4.188079,4.73119,62.23,70.3,0.15979221,-8.0700035
79,17169,3.946002,3.94378,58.63302,58.6,0.18151903,0.03302002
80,17171,3.9149294,4.23317,58.171314,62.9,0.1897108,-4.7286873
81,17173,3.8477893,4.1053,57.17369,61.0,0.14914428,-3.8263092
82,17175,4.304511,4.34758,63.960045,64.6,0.13217084,-0.6399536
83,17177,3.8904858,3.98416,57.80811,59.2,0.12046851,-1.3918915
84,17179,4.1638107,4.49564,61.869404,66.799995,0.16826786,-4.9305916
85,17181,2.931539,3.47268,43.559273,51.600002,0.18979234,-8.0407295
86,17183,4.070126,4.36777,60.477356,64.9,0.13662079,-4.4226456
87,17185,3.551187,3.66112,52.766525,54.4,0.17822129,-1.6334763
88,17187,4.4212127,4.26009,65.6941,63.3,0.1445237,2.3941002
89,17189,3.0524566,3.25059,45.35597,48.300003,0.14084235,-2.9440346
90,17191,3.2717838,3.19675,48.614918,47.5,0.16839537,1.1149178
91,17193,3.478619,3.55344,51.688248,52.800003,0.15151168,-1.1117554
92,17195,3.9453583,3.95051,58.62345,58.7,0.13448954,-0.07654953
93,17197,3.493411,3.42557,51.90804,50.9,0.1471662,1.0080376
94,17199,3.0094059,3.17656,44.71628,47.2,0.17252955,-2.4837189
95,17201,3.5357747,3.17656,52.537514,47.2,0.1334653,5.337513
96,17203,4.0347815,4.06492,59.952175,60.4,0.15714659,-0.4478264
97,18001,3.5448503,3.43903,52.672367,51.1,0.12212971,1.5723686
98,18003,3.4219522,3.35827,50.846245,49.899998,0.1273885,0.9462471
99,18005,3.7008572,3.64766,54.990448,54.2,0.14979573,0.79044724
100,18007,3.9284644,4.01781,58.37243,59.699997,0.12091346,-1.327568
101,18009,3.517208,3.68131,52.261635,54.7,0.11830353,-2.438366
102,18011,3.747089,3.66785,55.6774,54.5,0.12193566,1.1773987
103,18013,3.4196868,3.35154,50.812584,49.800003,0.2957935,1.0125809
104,18015,4.0493517,3.93705,60.168674,58.500004,0.119125225,1.6686707
105,18017,3.797821,3.60055,56.43122,53.5,0.114620976,2.931221
106,18019,3.6245847,3.21694,53.85713,47.8,0.15848197,6.057129
107,18021,3.6562576,3.74188,54.32775,55.6,0.14497519,-1.2722473
108,18023,3.852765,3.9034,57.247623,58.0,0.11919608,-0.75237656
109,18027,3.4863067,3.92359,51.80248,58.3,0.17858453,-6.4975204
110,18029,3.3684216,3.22367,50.050842,47.9,0.18361145,2.1508408
111,18031,4.0229244,4.00435,59.775993,59.500004,0.11368649,0.27598953
112,18033,3.335052,3.24386,49.555008,48.2,0.13017607,1.3550072
113,18035,3.4847674,3.41884,51.779606,50.8,0.12150171,0.9796066
114,18037,3.6945238,4.28028,54.896343,63.600002,0.17028292,-8.703659
115,18039,3.7151809,3.69477,55.20328,54.9,0.12730177,0.30327988
116,18041,3.8487067,3.50633,57.18732,52.100002,0.13190421,5.0873184
