,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,3.6088781,3.99089,53.62375,59.3,0.20133227,-5.6762505
1,17005,3.8222885,4.5091,56.794777,67.0,0.2138208,-10.205223
2,17007,3.8370042,4.05819,57.013435,60.3,0.14980058,-3.2865639
3,17009,3.583815,4.05819,53.25134,60.3,0.22702877,-7.0486603
4,17011,4.0040154,4.61005,59.49503,68.5,0.1992279,-9.004971
5,17013,3.4673069,3.94378,51.52016,58.6,0.22887847,-7.079838
6,17015,4.0242634,4.63697,59.79589,68.9,0.17016862,-9.104111
7,17017,3.8653316,4.83887,57.43435,71.9,0.24712482,-14.465652
8,17019,4.1874633,4.56967,62.22085,67.9,0.25534254,-5.6791496
9,17021,4.197953,4.95328,62.37672,73.6,0.21824351,-11.223278
10,17023,3.6766746,4.31393,54.631123,64.1,0.23983566,-9.468876
11,17025,3.4719863,3.93705,51.58969,58.500004,0.25584495,-6.9103127
12,17027,3.6010222,4.04473,53.50702,60.100002,0.22769138,-6.5929832
13,17029,4.1897917,5.04077,62.255447,74.9,0.22397774,-12.644554
14,17033,3.5383973,4.2399,52.576485,63.000004,0.24799523,-10.423519
15,17035,3.8875468,4.52256,57.76444,67.200005,0.23662804,-9.435566
16,17037,3.879438,4.11203,57.64395,61.100002,0.14238445,-3.4560509
17,17039,4.1718087,5.0475,61.988243,75.0,0.25761506,-13.011757
18,17041,4.1154227,5.25613,61.150414,78.100006,0.24098556,-16.949593
19,17045,4.0636816,4.67735,60.3816,69.5,0.21543296,-9.118401
20,17047,3.2051828,2.96793,47.6253,44.100002,0.26736057,3.525299
21,17049,3.8239744,4.85233,56.819828,72.100006,0.23682095,-15.280178
22,17051,3.6933951,4.00435,54.87957,59.500004,0.23061934,-4.620434
23,17053,3.6816306,4.08511,54.704765,60.700005,0.25712556,-5.9952393
24,17055,3.1912057,3.19675,47.417618,47.5,0.22631511,-0.0823822
25,17057,3.8163786,4.19952,56.706963,62.4,0.22233684,-5.693039
26,17059,3.095646,3.365,45.99771,50.0,0.21557055,-4.002289
27,17061,3.6747518,4.71773,54.602554,70.1,0.21942347,-15.497444
28,17063,3.7605543,3.93705,55.87748,58.500004,0.23170322,-2.6225243
29,17065,3.2893226,3.44576,48.875523,51.2,0.24578713,-2.3244781
30,17067,3.8268209,4.69754,56.86212,69.799995,0.24135697,-12.937874
31,17069,2.6542258,2.91409,39.43872,43.3,0.2769915,-3.8612785
32,17071,3.8770428,4.05146,57.608364,60.199997,0.22282661,-2.5916328
33,17073,4.0664506,4.25336,60.422745,63.199997,0.19439125,-2.7772522
34,17075,3.6632833,3.72169,54.432144,55.3,0.2325645,-0.8678551
35,17077,3.3709085,3.29097,50.087795,48.9,0.211765,1.1877937
36,17079,3.726254,4.08511,55.367817,60.700005,0.21689047,-5.3321877
37,17081,3.2788215,3.45922,48.719486,51.399998,0.23262157,-2.6805115
38,17089,3.6418142,3.96397,54.11314,58.9,0.1610371,-4.7868614
39,17091,3.445117,3.64766,51.190445,54.2,0.26069447,-3.0095558
40,17093,3.5701728,4.09184,53.04863,60.8,0.18666296,-7.7513695
41,17095,4.0565476,4.31393,60.275597,64.1,0.20830707,-3.8244019
42,17097,3.106978,2.77949,46.166092,41.3,0.17619595,4.8660927
43,17099,3.8290281,4.51583,56.89492,67.1,0.20023543,-10.205078
44,17101,3.3413115,3.64093,49.648018,54.1,0.2590292,-4.4519806
45,17103,3.935139,4.28701,58.471603,63.700005,0.1671043,-5.228401
46,17105,3.622456,4.1053,53.8255,61.0,0.28248516,-7.1744995
47,17107,4.226482,4.71773,62.800625,70.1,0.25731817,-7.2993736
48,17109,4.1112413,4.66389,61.088284,69.299995,0.21692422,-8.211712
49,17111,3.6706672,3.96397,54.54186,58.9,0.14852217,-4.358143
50,17113,4.1075187,4.54275,61.032967,67.5,0.2691625,-6.4670334
51,17115,4.192449,5.06096,62.294933,75.2,0.24179015,-12.905064
52,17117,3.9542053,4.69081,58.75491,69.700005,0.22781035,-10.945095
53,17119,3.668067,4.20625,54.503223,62.500004,0.23201877,-7.9967804
54,17121,3.571025,4.07165,53.06129,60.5,0.23600283,-7.4387093
55,17123,3.9476545,4.40815,58.65757,65.5,0.2192607,-6.84243
56,17129,4.118409,4.61678,61.194786,68.6,0.23905826,-7.4052124
57,17131,3.8511338,4.25336,57.223385,63.199997,0.2110435,-5.976612
58,17133,3.5057611,3.64093,52.09155,54.1,0.2178777,-2.0084496
59,17135,4.012897,4.9129,59.627,73.0,0.23116653,-13.373001
60,17137,3.9663956,5.37054,58.936043,79.8,0.25107402,-20.86396
61,17139,4.174443,5.10807,62.02738,75.9,0.23341812,-13.87262
62,17141,3.9560738,4.32739,58.782673,64.3,0.15414661,-5.51733
63,17143,3.8556604,4.48218,57.290646,66.600006,0.23670556,-9.3093605
64,17145,3.2284024,3.53325,47.970318,52.500004,0.21209657,-4.529686
65,17147,4.289076,5.20902,63.730698,77.4,0.26045927,-13.669304
66,17149,3.4217374,4.11876,50.843052,61.2,0.21598752,-10.356949
67,17153,3.0368629,3.24386,45.124264,48.2,0.23757648,-3.075737
68,17157,3.3893912,3.50633,50.362427,52.100002,0.1936771,-1.7375755
69,17159,3.4730945,3.78899,51.60616,56.3,0.2628739,-4.69384
70,17161,3.7557237,4.07165,55.805702,60.5,0.19357042,-4.694298
71,17163,3.6677487,3.7688,54.498497,56.0,0.23383194,-1.501503
72,17165,3.0285504,3.32462,45.000748,49.4,0.2243906,-4.399254
73,17167,4.1891365,5.41092,62.245712,80.4,0.25386825,-18.15429
74,17169,3.7938168,4.03127,56.371723,59.9,0.23075502,-3.5282784
75,17173,3.9834633,4.73792,59.189648,70.4,0.22843175,-11.210354
76,17177,4.0007296,4.26009,59.446205,63.3,0.16105421,-3.853794
77,17179,4.1150856,4.85233,61.145405,72.100006,0.2456724,-10.954601
78,17183,4.0466795,4.82541,60.128967,71.7,0.22542702,-11.57103
79,17187,4.1761136,4.54275,62.052208,67.5,0.20899877,-5.447792
80,17189,3.5236485,3.86302,52.357334,57.4,0.20587286,-5.0426674
81,17191,3.4016507,3.56017,50.544586,52.899998,0.25053716,-2.3554115
82,17193,3.1163464,3.5669,46.305294,53.0,0.26062772,-6.694706
83,17195,3.8969867,4.21971,57.904705,62.699997,0.18391362,-4.795292
84,17197,3.4201975,3.88994,50.82017,57.8,0.24437054,-6.979828
85,17199,3.0884013,3.06888,45.890064,45.600002,0.2510204,0.29006195
86,17201,3.8243794,3.79572,56.825848,56.4,0.16834328,0.4258461
87,17203,4.079943,4.35431,60.623226,64.700005,0.24160282,-4.0767784
88,18001,3.7228892,4.05819,55.317818,60.3,0.1742589,-4.9821815
89,18003,3.5900145,3.91686,53.343456,58.2,0.17673363,-4.8565445
90,18005,3.637186,3.73515,54.04437,55.500004,0.22698244,-1.4556351
91,18007,3.95145,4.47545,58.71397,66.5,0.20952499,-7.78603
92,18009,3.8216553,3.86302,56.78537,57.4,0.17289841,-0.61463165
93,18011,3.986739,4.11876,59.23832,61.2,0.19803019,-1.9616814
94,18015,4.0680933,4.30047,60.44715,63.899998,0.2142909,-3.4528465
95,18017,3.906364,4.15914,58.04404,61.800003,0.20042273,-3.7559624
96,18019,3.3038292,3.35154,49.091072,49.800003,0.283541,-0.70893097
97,18021,3.6477385,3.55344,54.201168,52.800003,0.21069121,1.401165
98,18023,4.121999,4.38796,61.248127,65.2,0.20778508,-3.95187
99,18025,2.5896215,3.22367,38.478775,47.9,0.38473618,-9.4212265
100,18027,3.2485929,3.65439,48.270325,54.300003,0.25063756,-6.0296783
101,18029,3.3340278,3.64093,49.539787,54.1,0.26630965,-4.560211
102,18031,3.94258,4.23317,58.58217,62.9,0.19996414,-4.317833
103,18033,3.3629951,3.31789,49.97021,49.3,0.15948372,0.6702118
104,18035,3.810607,3.8361,56.621204,57.000004,0.17910375,-0.37879944
105,18037,3.1328225,3.9707,46.550114,59.0,0.23983724,-12.449886
106,18039,3.5376956,3.87648,52.56606,57.600002,0.1670064,-5.033943
107,18041,3.8478622,3.8361,57.174774,57.000004,0.1918895,0.17477036
108,18047,3.6926441,3.9707,54.868412,59.0,0.21171953,-4.131588
109,18049,3.6805658,3.86975,54.688942,57.5,0.17303431,-2.811058
110,18051,3.008875,3.78899,44.708393,56.3,0.2259517,-11.591606
111,18053,3.9313502,3.99762,58.41531,59.4,0.17962207,-0.9846916
112,18055,3.4437757,3.58036,51.170517,53.2,0.23103325,-2.0294838
113,18057,3.7325118,4.22644,55.4608,62.8,0.22550188,-7.339199
114,18059,3.8455672,3.84283,57.14067,57.1,0.17877129,0.040672302
115,18061,3.147047,3.47268,46.76147,51.600002,0.263638,-4.8385315
116,18063,3.7676363,4.05146,55.982708,60.199997,0.20225719,-4.217289
117,18065,3.9093494,3.82937,58.0884,56.9,0.17649716,1.1884003
118,18067,4.1203613,4.20625,61.223793,62.500004,0.1947154,-1.2762108
119,18069,3.883736,3.93705,57.707813,58.500004,0.1719076,-0.79219055
120,18071,3.3989458,3.44576,50.504395,51.2,0.24564472,-0.69560623
121,18073,3.5781293,3.82937,53.166855,56.9,0.23318046,-3.7331467
122,18075,3.8312612,4.00435,56.9281,59.500004,0.18001725,-2.5719032
123,18077,3.1509743,3.25059,46.819828,48.300003,0.2602188,-1.480175
124,18079,3.325275,3.7015,49.409733,55.0,0.23749404,-5.590267
125,18083,3.3237844,3.53325,49.387585,52.500004,0.24871632,-3.1124191
126,18085,3.7653432,4.07838,55.948635,60.600002,0.16211762,-4.651367
127,18087,3.5279694,3.56017,52.421535,52.899998,0.1661,-0.47846222
128,18089,3.4759655,3.74861,51.64882,55.7,0.28296822,-4.051182
129,18091,3.6302757,3.92359,53.94169,58.3,0.17910618,-4.3583107
130,18093,3.2779827,3.53325,48.707024,52.500004,0.27131128,-3.7929802
131,18095,3.9916072,4.07165,59.310658,60.5,0.17947704,-1.1893425
132,18099,3.6582444,3.58709,54.357273,53.3,0.15120564,1.0572739
133,18103,3.855085,3.7015,57.282093,55.0,0.18548566,2.282093
134,18105,3.2508814,3.00831,48.304333,44.7,0.28945363,3.604332
135,18107,3.9482565,4.29374,58.666515,63.8,0.1938733,-5.133484
136,18109,3.8006597,3.82937,56.473396,56.9,0.21553329,-0.42660522
137,18111,3.8372192,3.9707,57.016632,59.0,0.23761606,-1.9833679
138,18113,3.5404346,3.47268,52.606754,51.600002,0.15662278,1.006752
139,18115,3.2594666,3.365,48.431896,50.0,0.27439332,-1.5681038
140,18117,3.544289,3.75534,52.66403,55.800003,0.2756164,-3.135975
141,18121,3.7443156,3.80245,55.636192,56.5,0.2094163,-0.8638077
142,18123,2.9756222,3.0285,44.2143,45.0,0.30351326,-0.78570175
143,18127,3.6737757,4.01781,54.58805,59.699997,0.22299342,-5.111946
144,18129,3.2766356,3.66112,48.687008,54.4,0.22003019,-5.7129936
145,18131,3.3859086,3.66785,50.310677,54.5,0.21513854,-4.1893234
146,18133,3.8208947,3.86302,56.774067,57.4,0.19009086,-0.6259346
